Fuel_Type,Body_Type,transmission,ownerNo,Brand,model,modelYear,price,Insurance_Validity,Kms_Driven,Mileage,Engine,Seats,Color,City
Diesel,MUV,Manual,1,Maruti,Maruti Ertiga,2019,1145000.0,Third Party insurance,55763.56476399561,24.52,1248,5,Silver,Chennai
Diesel,SUV,Manual,1,Tata,Tata Harrier,2019,1600000.0,Third Party insurance,55763.56476399561,16.35,1956,5,Orange,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,540000.0,Third Party insurance,55763.56476399561,21.4,1197,5,Grey,Chennai
Petrol,Sedan,Manual,1,Volkswagen,Volkswagen Vento,2015,675000.0,Third Party insurance,55763.56476399561,16.09,1598,5,Black,Chennai
Petrol,Sedan,Manual,2,Volkswagen,Volkswagen Ameo,2017,510000.0,Third Party insurance,55763.56476399561,17.0,1198,5,White,Chennai
Petrol,Sedan,Manual,1,Honda,Honda City,2017,830000.0,Third Party insurance,55763.56476399561,17.4,1497,5,Silver,Chennai
Diesel,SUV,Automatic,2,Land Rover,Land Rover Discovery Sport,2017,3900000.0,Third Party insurance,55763.56476399561,12.51,2179,5,Red,Chennai
Petrol,Sedan,Automatic,1,Honda,Honda City,2012,510000.0,Third Party insurance,55763.56476399561,15.6,1497,5,Golden,Chennai
Petrol,MUV,Automatic,1,Maruti,Maruti XL6,2019,1200000.0,Third Party insurance,55763.56476399561,17.99,1462,5,Others,Chennai
Petrol,Sedan,Manual,1,Honda,Honda City,2017,766000.0,Third Party insurance,55763.56476399561,17.8,1497,5,Brown,Chennai
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Santro,2019,449000.0,Third Party insurance,55763.56476399561,20.3,1086,5,Silver,Chennai
Petrol,Sedan,Manual,4,Hyundai,Hyundai Verna,2017,750000.0,Third Party insurance,55763.56476399561,17.0,1591,5,White,Chennai
Petrol,Hatchback,Manual,2,Honda,Honda Brio,2012,317000.0,Third Party insurance,55763.56476399561,19.4,1198,5,Red,Chennai
Petrol,SUV,Manual,1,MG,MG Hector,2020,1560000.0,Third Party insurance,55763.56476399561,15.81,1451,5,Maroon,Chennai
Diesel,SUV,Manual,2,Ford,Ford Endeavour,2017,1900000.0,Third Party insurance,55763.56476399561,13.5,2198,5,Others,Chennai
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2017,522000.0,Third Party insurance,55763.56476399561,18.9,1197,5,Red,Chennai
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2015,500000.0,Third Party insurance,55763.56476399561,18.6,1197,5,Others,Chennai
Petrol,Hatchback,Manual,1,Ford,Ford Freestyle,2018,627000.0,Third Party insurance,55763.56476399561,19.0,1194,5,Red,Chennai
Petrol,Hatchback,Automatic,1,Maruti,Maruti Baleno,2018,687000.0,Third Party insurance,55763.56476399561,21.4,1197,5,Silver,Chennai
Diesel,Sedan,Manual,3,Hyundai,Hyundai Sonata,2007,205000.0,Third Party insurance,55763.56476399561,13.6,1991,5,White,Chennai
Petrol,Hatchback,Manual,2,Volkswagen,Volkswagen Polo,2015,525000.0,Third Party insurance,55763.56476399561,16.2,1199,5,Others,Chennai
Diesel,Hatchback,Manual,1,Maruti,Maruti Swift,2017,620000.0,Third Party insurance,55763.56476399561,25.2,1248,5,Grey,Chennai
Diesel,SUV,Manual,2,Mahindra,Mahindra TUV 300,2018,825000.0,Third Party insurance,55763.56476399561,18.49,1493,5,Red,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2015,530000.0,Third Party insurance,55763.56476399561,21.21,1197,5,White,Chennai
Diesel,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz M-Class,2015,3600000.0,Third Party insurance,55763.56476399561,15.26,2143,5,Blue,Chennai
Diesel,Sedan,Automatic,2,Audi,Audi A3,2015,1950000.0,Third Party insurance,55763.56476399561,20.38,1968,5,P Black,Chennai
Diesel,SUV,Manual,1,Mahindra,Mahindra TUV 300,2015,650000.0,Third Party insurance,55763.56476399561,18.49,1493,5,Others,Chennai
Diesel,Sedan,Manual,1,Maruti,Maruti Ciaz,2017,650000.0,Third Party insurance,55763.56476399561,28.09,1248,5,White,Chennai
Diesel,Sedan,Manual,1,Volkswagen,Volkswagen Ameo,2016,570000.0,Third Party insurance,55763.56476399561,21.66,1498,5,Silver,Chennai
Petrol,Sedan,Manual,2,Hyundai,Hyundai Xcent,2016,458000.0,Third Party insurance,55763.56476399561,19.1,1197,5,Silver,Chennai
Petrol,Sedan,Manual,2,Honda,Honda City,2016,577000.0,Third Party insurance,55763.56476399561,17.8,1497,5,Silver,Chennai
Petrol,SUV,Manual,1,Honda,Honda WR-V,2018,900000.0,Third Party insurance,55763.56476399561,17.5,1199,5,White,Chennai
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10 Nios,2021,649000.0,Third Party insurance,55763.56476399561,20.7,1197,5,White,Chennai
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2016,549000.0,Third Party insurance,55763.56476399561,18.6,1197,5,Silver,Chennai
Diesel,Sedan,Automatic,3,Volkswagen,Volkswagen Vento,2015,650000.0,Third Party insurance,55763.56476399561,21.21,1498,5,Others,Chennai
Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2017,514000.0,Third Party insurance,55763.56476399561,22.41,1197,5,Red,Chennai
Petrol,Sedan,Automatic,1,BMW,BMW 3 Series,2017,3900000.0,Third Party insurance,55763.56476399561,15.34,1998,5,White,Chennai
Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2016,456000.0,Third Party insurance,55763.56476399561,18.9,1197,5,Silver,Chennai
Petrol,Hatchback,Manual,2,Maruti,Maruti Baleno,2016,502000.0,Third Party insurance,55763.56476399561,21.4,1197,5,Red,Chennai
Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2018,685000.0,Third Party insurance,55763.56476399561,21.21,1197,5,Blue,Chennai
Petrol,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz S-Class,2018,11000000.0,Third Party insurance,55763.56476399561,7.81,4663,5,Blue,Chennai
Petrol,Hatchback,Manual,1,Honda,Honda Jazz,2016,580000.0,Third Party insurance,55763.56476399561,18.7,1199,5,Brown,Chennai
Petrol,Hatchback,Manual,2,Honda,Honda Jazz,2016,530000.0,Third Party insurance,55763.56476399561,18.7,1199,5,Golden brown,Chennai
Diesel,Sedan,Automatic,3,Mercedes-Benz,Mercedes-Benz S-Class,2009,1700000.0,Third Party insurance,55763.56476399561,13.0,2987,5,Silver,Chennai
Diesel,Sedan,Automatic,1,BMW,BMW 5 Series,2018,4375000.0,Third Party insurance,55763.56476399561,18.12,1995,5,Blue,Chennai
Diesel,Sedan,Automatic,1,BMW,BMW 7 Series,2018,8200000.0,Third Party insurance,55763.56476399561,16.46,2993,5,White,Chennai
Petrol,Hatchback,Automatic,1,Maruti,Maruti Celerio,2017,420000.0,Third Party insurance,55763.56476399561,23.1,998,5,Grey,Chennai
Diesel,Sedan,Manual,1,Toyota,Toyota Corolla Altis,2013,775000.0,Third Party insurance,55763.56476399561,21.43,1364,5,Silver,Chennai
Petrol,Hatchback,Manual,2,Maruti,Maruti Wagon R,2015,395000.0,Third Party insurance,55763.56476399561,20.51,998,5,Silver,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,533000.0,Third Party insurance,55763.56476399561,21.4,1197,5,Blue,Chennai
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2015,547000.0,Third Party insurance,55763.56476399561,18.6,1197,5,Red,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio,2015,395000.0,Third Party insurance,55763.56476399561,23.1,998,5,Blue,Chennai
Diesel,Sedan,Automatic,1,Hyundai,Hyundai Verna,2017,908000.0,Third Party insurance,55763.56476399561,19.08,1582,5,White,Chennai
Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2017,521000.0,Third Party insurance,55763.56476399561,18.9,1197,5,Silver,Chennai
Diesel,Sedan,Automatic,1,Audi,Audi A3,2019,2290000.0,Third Party insurance,55763.56476399561,20.38,1968,5,White,Chennai
Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2016,507000.0,Third Party insurance,55763.56476399561,22.41,1197,5,Red,Chennai
Diesel,SUV,Automatic,1,Kia,Kia Seltos,2019,1625000.0,Third Party insurance,55763.56476399561,19.260860166288737,1493,5,White,Chennai
Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2016,528000.0,Third Party insurance,55763.56476399561,18.9,1197,5,Orange,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2021,435000.0,Third Party insurance,55763.56476399561,22.05,796,5,Silver,Chennai
Petrol,SUV,Automatic,1,Volkswagen,Volkswagen Taigun,2022,1490000.0,Third Party insurance,55763.56476399561,18.41,999,5,Red,Chennai
Petrol,SUV,Automatic,1,Skoda,Skoda Kushaq,2022,1790000.0,Third Party insurance,55763.56476399561,18.86,1498,5,Silver,Chennai
Petrol,SUV,Manual,1,Honda,Honda WR-V,2017,625000.0,Third Party insurance,55763.56476399561,17.5,1199,5,Silver,Chennai
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10 Nios,2022,690000.0,Third Party insurance,55763.56476399561,20.7,1197,5,Others,Chennai
Petrol,SUV,Manual,1,Kia,Kia Sonet,2022,1350000.0,Third Party insurance,55763.56476399561,18.2,998,5,Black,Chennai
Petrol,SUV,Automatic,1,MG,MG Astor,2022,1550000.0,Third Party insurance,55763.56476399561,14.82,1498,5,Others,Chennai
Petrol,Hatchback,Automatic,1,Toyota,Toyota Glanza,2019,790000.0,Third Party insurance,55763.56476399561,19.56,1197,5,Grey,Chennai
Petrol,Hatchback,Manual,2,Maruti,Maruti Alto K10,2014,270000.0,Third Party insurance,55763.56476399561,23.95,998,5,Red,Chennai
Diesel,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2014,365000.0,Third Party insurance,55763.56476399561,24.0,1186,5,Star Dust,Chennai
Petrol,Sedan,Manual,2,Honda,Honda Civic,2010,425000.0,Third Party insurance,55763.56476399561,13.5,1799,5,Brown,Chennai
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2016,511000.0,Third Party insurance,55763.56476399561,18.9,1197,5,Silver,Chennai
Petrol,Sedan,Manual,2,Honda,Honda City,2016,625000.0,Third Party insurance,55763.56476399561,17.8,1497,5,Black,Chennai
Petrol,Hatchback,Manual,2,Nissan,Nissan Micra Active,2016,327000.0,Third Party insurance,55763.56476399561,19.49,1198,5,Blue,Chennai
Petrol,SUV,Manual,1,Mahindra,Mahindra KUV 100,2018,505000.0,Third Party insurance,55763.56476399561,18.15,1198,5,Orange,Chennai
Petrol,SUV,Manual,2,Honda,Honda WR-V,2018,640000.0,Third Party insurance,55763.56476399561,17.5,1199,5,METALL,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio,2017,449000.0,Third Party insurance,55763.56476399561,25.24,998,5,Silver,Chennai
Diesel,Sedan,Manual,1,Honda,Honda Amaze,2019,725000.0,Third Party insurance,55763.56476399561,24.7,1498,5,Grey,Chennai
Petrol,Hatchback,Manual,1,Renault,Renault KWID,2021,495000.0,Third Party insurance,55763.56476399561,21.74,999,5,Red,Chennai
Petrol,Hatchback,Manual,2,Hyundai,Hyundai i10,2011,271000.0,Third Party insurance,55763.56476399561,20.36,1197,5,Silver,Chennai
Diesel,SUV,Manual,2,Hyundai,Hyundai Creta,2017,940000.0,Third Party insurance,55763.56476399561,19.67,1582,5,Others,Chennai
Petrol,Sedan,Manual,1,Honda,Honda City,2017,799000.0,Third Party insurance,55763.56476399561,17.4,1497,5,White,Chennai
Diesel,SUV,Manual,1,Hyundai,Hyundai Creta,2022,1850000.0,Third Party insurance,55763.56476399561,19.260860166288737,1493,5,Others,Chennai
Diesel,MUV,Automatic,1,Kia,Kia Carens,2022,2000000.0,Third Party insurance,55763.56476399561,19.260860166288737,1493,5,Others,Chennai
Diesel,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2017,4500000.0,Third Party insurance,55763.56476399561,16.1,1950,5,Black,Chennai
Diesel,SUV,Manual,3,Mahindra,Mahindra XUV500,2014,700000.0,Third Party insurance,55763.56476399561,15.1,2179,5,Others,Chennai
Petrol,Sedan,Manual,2,Hyundai,Hyundai Verna,2015,585000.0,Third Party insurance,55763.56476399561,17.1,1591,5,Others,Chennai
Diesel,SUV,Manual,1,Tata,Tata Harrier,2022,2050000.0,Third Party insurance,55763.56476399561,16.35,1956,5,White,Chennai
Petrol,SUV,Automatic,1,MG,MG Hector,2022,1990000.0,Third Party insurance,55763.56476399561,19.260860166288737,1451,5,Others,Chennai
Diesel,SUV,Manual,2,Hyundai,Hyundai Creta,2020,1445000.0,Third Party insurance,55763.56476399561,19.260860166288737,1493,5,Blue,Chennai
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Santro,2018,451000.0,Third Party insurance,55763.56476399561,20.3,1086,5,Silver,Chennai
Cng,MUV,Manual,1,Maruti,Maruti Ertiga Tour,2021,1100000.0,Third Party insurance,55763.56476399561,19.260860166288737,1462,5,Others,Chennai
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2016,631000.0,Third Party insurance,55763.56476399561,18.6,1197,5,Others,Chennai
Petrol,Sedan,Manual,2,Toyota,Toyota Etios,2012,411000.0,Third Party insurance,55763.56476399561,17.6,1496,5,Silver,Chennai
Diesel,Sedan,Manual,1,Skoda,Skoda Rapid,2015,500000.0,Third Party insurance,55763.56476399561,21.14,1498,5,White,Chennai
Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2014,488000.0,Third Party insurance,55763.56476399561,22.41,1197,5,Silver,Chennai
Diesel,Sedan,Manual,1,Tata,Tata Zest,2015,460000.0,Third Party insurance,55763.56476399561,22.95,1248,5,Others,Chennai
Petrol,Hatchback,Automatic,2,Maruti,Maruti Celerio,2018,514000.0,Third Party insurance,55763.56476399561,26.0,998,5,Silver,Chennai
Diesel,Hatchback,Manual,3,Maruti,Maruti Swift,2014,508000.0,Third Party insurance,55763.56476399561,25.2,1248,5,Silver,Chennai
Diesel,SUV,Manual,1,Tata,Tata Nexon,2018,865000.0,Third Party insurance,55763.56476399561,21.5,1497,5,Blue,Chennai
Petrol,Sedan,Automatic,2,Maruti,Maruti Ciaz,2018,855000.0,Third Party insurance,55763.56476399561,20.28,1462,5,Blue,Chennai
Diesel,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz S-Class,2020,11800000.0,Third Party insurance,55763.56476399561,13.5,2925,5,Blue,Chennai
Diesel,SUV,Manual,1,Hyundai,Hyundai Venue,2019,925000.0,Third Party insurance,55763.56476399561,23.7,1396,5,Blue,Chennai
Petrol,Sedan,Automatic,1,Honda,Honda City,2012,510000.0,Third Party insurance,55763.56476399561,16.8,1497,5,MET ECRU BEIGE,Chennai
Diesel,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2020,5700000.0,Third Party insurance,55763.56476399561,16.1,1950,5,Silver,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2013,350000.0,Third Party insurance,55763.56476399561,18.9,998,5,White,Chennai
Petrol,Sedan,Manual,1,Honda,Honda City,2017,630000.0,Third Party insurance,55763.56476399561,17.8,1497,5,White,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2015,410000.0,Third Party insurance,55763.56476399561,20.51,998,5,Blue,Chennai
Petrol,SUV,Manual,1,Honda,Honda WR-V,2017,725000.0,Third Party insurance,55763.56476399561,17.5,1199,5,Red,Chennai
Petrol,Sedan,Manual,1,Honda,Honda Amaze,2015,466000.0,Third Party insurance,55763.56476399561,18.0,1198,5,Black,Chennai
Petrol,SUV,Automatic,1,Kia,Kia Seltos,2023,1864000.0,Third Party insurance,55763.56476399561,16.5,1353,5,White,Chennai
Diesel,SUV,Automatic,1,Audi,Audi Q3,2017,2700000.0,Third Party insurance,55763.56476399561,15.73,1968,5,Gray,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio,2021,503000.0,Third Party insurance,55763.56476399561,25.24,998,5,Blue,Chennai
Petrol,Hatchback,Manual,2,Renault,Renault KWID,2018,309000.0,Third Party insurance,55763.56476399561,25.17,799,5,Black,Chennai
Petrol,Sedan,Automatic,1,Honda,Honda City,2016,640000.0,Third Party insurance,55763.56476399561,18.0,1497,5,Silver,Chennai
Petrol,SUV,Manual,1,Hyundai,Hyundai Venue,2021,841000.0,Third Party insurance,55763.56476399561,17.52,1197,5,Green,Chennai
Diesel,SUV,Manual,1,Tata,Tata New Safari,2022,1890000.0,Third Party insurance,55763.56476399561,16.14,1956,5,Blue,Chennai
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2011,288000.0,Third Party insurance,55763.56476399561,20.36,1197,5,Silver,Chennai
Petrol,SUV,Manual,1,Hyundai,Hyundai Venue,2021,940000.0,Third Party insurance,55763.56476399561,18.0,998,5,Blue,Chennai
Petrol,Hatchback,Automatic,1,Volkswagen,Volkswagen Polo,2018,845000.0,Third Party insurance,55763.56476399561,17.21,1197,5,Grey,Chennai
Diesel,SUV,Automatic,1,Tata,Tata New Safari,2021,2056000.0,Third Party insurance,55763.56476399561,14.08,1956,5,Blue,Chennai
Diesel,SUV,Automatic,1,BMW,BMW X5,2019,7700000.0,Third Party insurance,55763.56476399561,13.38,2993,5,White,Chennai
Petrol,Hatchback,Manual,2,Maruti,Maruti Wagon R,2016,400000.0,Third Party insurance,55763.56476399561,20.51,998,5,Grey,Chennai
Petrol,Sedan,Manual,3,Maruti,Maruti Swift Dzire,2013,425000.0,Third Party insurance,55763.56476399561,19.1,1197,5,Others,Chennai
Diesel,Sedan,Manual,2,Tata,Tata Indigo,2008,200000.0,Third Party insurance,55763.56476399561,17.0,1405,5,Others,Chennai
Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2020,750000.0,Third Party insurance,55763.56476399561,17.74,999,5,Gray,Chennai
Diesel,SUV,Automatic,1,Hyundai,Hyundai Creta,2019,1690000.0,Third Party insurance,55763.56476399561,17.6,1582,5,White,Chennai
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2013,310000.0,Third Party insurance,55763.56476399561,20.36,1197,5,Red,Chennai
Diesel,SUV,Automatic,1,Toyota,Toyota Fortuner,2020,3900000.0,Third Party insurance,55763.56476399561,15.04,2755,5,Brown,Chennai
Petrol,Hatchback,Automatic,2,Maruti,Maruti Celerio,2016,437000.0,Third Party insurance,55763.56476399561,26.68,998,5,Red,Chennai
Petrol,SUV,Automatic,1,Mahindra,Mahindra XUV300,2022,1026000.0,Third Party insurance,55763.56476399561,17.0,1197,5,White,Chennai
Diesel,Hatchback,Manual,1,Maruti,Maruti Swift,2015,560000.0,Third Party insurance,55763.56476399561,25.2,1248,5,Grey,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Ignis,2017,532000.0,Third Party insurance,55763.56476399561,20.89,1197,5,Red,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto K10,2015,323000.0,Third Party insurance,55763.56476399561,24.39,998,5,Red,Chennai
Petrol,SUV,Manual,1,Honda,Honda WR-V,2018,770000.0,Third Party insurance,55763.56476399561,17.5,1199,5,Red,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti S-Presso,2022,492000.0,Third Party insurance,55763.56476399561,21.7,998,5,Silver,Chennai
Petrol,Sedan,Manual,1,Honda,Honda City,2015,650000.0,Third Party insurance,55763.56476399561,17.4,1497,5,Others,Chennai
Petrol,Sedan,Manual,1,Honda,Honda City,2016,633000.0,Third Party insurance,55763.56476399561,17.8,1497,5,Silver,Chennai
Petrol,SUV,Manual,2,Hyundai,Hyundai Creta,2018,982000.0,Third Party insurance,55763.56476399561,15.8,1591,5,Silver,Chennai
Diesel,SUV,Automatic,2,BMW,BMW X5,2009,1350000.0,Third Party insurance,55763.56476399561,11.7,2993,5,White,Chennai
Diesel,SUV,Manual,1,Maruti,Maruti Vitara Brezza,2017,900000.0,Third Party insurance,55763.56476399561,24.3,1248,5,Others,Chennai
Diesel,Sedan,Manual,1,Honda,Honda Amaze,2014,370000.0,Third Party insurance,55763.56476399561,25.8,1498,5,Silver,Chennai
Petrol,Sedan,Manual,1,Maruti,Maruti Ciaz,2017,620000.0,Third Party insurance,55763.56476399561,20.73,1373,5,Blue,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Ignis,2018,480000.0,Third Party insurance,55763.56476399561,20.89,1197,5,Blue,Chennai
Petrol,Hatchback,Manual,1,Honda,Honda Brio,2015,430000.0,Third Party insurance,55763.56476399561,18.5,1198,5,Red,Chennai
Diesel,Hatchback,Manual,1,Maruti,Maruti Swift,2015,500000.0,Third Party insurance,55763.56476399561,25.2,1248,5,Others,Chennai
Diesel,Sedan,Automatic,1,BMW,BMW 7 Series,2019,7600000.0,Third Party insurance,55763.56476399561,16.46,2993,5,White,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2019,790000.0,Third Party insurance,55763.56476399561,21.01,1197,5,Blue,Chennai
Diesel,Sedan,Automatic,1,BMW,BMW 6 Series,2018,5200000.0,Third Party insurance,55763.56476399561,17.09,2993,5,White,Chennai
Petrol,MUV,Automatic,1,Renault,Renault Triber,2021,776000.0,Third Party insurance,55763.56476399561,18.2,999,5,Blue,Chennai
Petrol,Hatchback,Automatic,1,Maruti,Maruti Baleno,2017,702000.0,Third Party insurance,55763.56476399561,21.4,1197,5,Silver,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto K10,2014,290000.0,Third Party insurance,55763.56476399561,23.95,998,5,Grey,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio,2014,383000.0,Third Party insurance,55763.56476399561,25.24,998,5,Silver,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio,2015,411000.0,Third Party insurance,55763.56476399561,25.24,998,5,Blue,Chennai
Diesel,Sedan,Manual,1,Maruti,Maruti Ciaz,2014,615000.0,Third Party insurance,55763.56476399561,26.21,1248,5,Grey,Chennai
Petrol,Hatchback,Manual,1,Tata,Tata Tiago,2018,515000.0,Third Party insurance,55763.56476399561,23.84,1199,5,Silver,Chennai
Diesel,Sedan,Automatic,1,BMW,BMW 3 Series,2016,2575000.0,Third Party insurance,55763.56476399561,20.37,1995,5,Blue,Chennai
Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,2015,507000.0,Third Party insurance,55763.56476399561,18.6,1197,5,White,Chennai
Petrol,Hatchback,Manual,2,Hyundai,Hyundai EON,2016,322000.0,Third Party insurance,55763.56476399561,21.1,814,5,Blue,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2017,575000.0,Third Party insurance,55763.56476399561,21.4,1197,5,Grey,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2020,850000.0,Third Party insurance,55763.56476399561,21.01,1197,5,Red,Chennai
Diesel,Sedan,Automatic,1,Audi,Audi A6,2019,3700000.0,Third Party insurance,55763.56476399561,18.53,1968,5,Blue,Chennai
Diesel,SUV,Automatic,1,Audi,Audi Q3,2014,1800000.0,Third Party insurance,55763.56476399561,15.73,1968,5,Black,Chennai
Diesel,Sedan,Manual,1,Honda,Honda Amaze,2013,425000.0,Third Party insurance,55763.56476399561,25.8,1498,5,Red,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2017,650000.0,Third Party insurance,55763.56476399561,21.01,1197,5,Grey,Chennai
Diesel,MUV,Manual,1,Toyota,Toyota Innova,2009,750000.0,Third Party insurance,55763.56476399561,12.8,2494,5,Others,Chennai
Diesel,Sedan,Manual,1,Honda,Honda Amaze,2014,450000.0,Third Party insurance,55763.56476399561,25.8,1498,5,Grey,Chennai
Petrol,Sedan,Manual,1,Maruti,Maruti Ciaz,2017,720000.0,Third Party insurance,55763.56476399561,20.73,1373,5,Red,Chennai
Petrol,Hatchback,Automatic,1,Maruti,Maruti Celerio,2014,425000.0,Third Party insurance,55763.56476399561,23.1,998,5,Grey,Chennai
Petrol,Hatchback,Manual,2,Hyundai,Hyundai i10,2010,235000.0,Third Party insurance,55763.56476399561,20.36,1197,5,Red,Chennai
Petrol,Hatchback,Automatic,2,Maruti,Maruti Celerio,2016,437000.0,Third Party insurance,55763.56476399561,23.1,998,5,Red,Chennai
Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2014,410000.0,Third Party insurance,55763.56476399561,16.47,1198,5,Grey,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Ignis,2022,731000.0,Third Party insurance,55763.56476399561,20.89,1197,5,Blue,Chennai
Petrol,Hatchback,Manual,2,Tata,Tata Tiago,2018,502000.0,Third Party insurance,55763.56476399561,23.84,1199,5,Red,Chennai
Diesel,MUV,Manual,1,Toyota,Toyota Innova Crysta,2018,2050000.0,Third Party insurance,55763.56476399561,13.68,2393,5,Silver,Chennai
Diesel,SUV,Automatic,1,Tata,Tata New Safari,2022,1963000.0,Third Party insurance,55763.56476399561,14.08,1956,5,Black,Chennai
Petrol,Hatchback,Manual,2,Maruti,Maruti Alto K10,2011,222000.0,Third Party insurance,55763.56476399561,20.92,998,5,COPPER,Chennai
Diesel,SUV,Manual,1,Tata,Tata Harrier,2019,1497000.0,Third Party insurance,55763.56476399561,17.0,1956,5,White,Chennai
Diesel,SUV,Manual,2,Ford,Ford Ecosport,2015,529000.0,Third Party insurance,55763.56476399561,22.7,1498,5,Blue,Chennai
Petrol,Hatchback,Manual,2,Maruti,Maruti Ritz,2010,210000.0,Third Party insurance,55763.56476399561,18.5,1197,5,Grey,Chennai
Diesel,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz GLE,2020,7450000.0,Third Party insurance,55763.56476399561,19.260860166288737,1950,5,Blue,Chennai
Petrol,SUV,Manual,1,Toyota,Toyota Urban cruiser,2021,975000.0,Third Party insurance,55763.56476399561,17.03,1462,5,Blue,Chennai
Petrol,SUV,Automatic,1,Kia,Kia Seltos,2020,1450000.0,Third Party insurance,55763.56476399561,19.260860166288737,1497,5,White,Chennai
Diesel,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz GLC,2021,6200000.0,Third Party insurance,55763.56476399561,19.260860166288737,1950,5,Blue,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2020,595000.0,Third Party insurance,55763.56476399561,21.21,1197,5,Grey,Chennai
Petrol,SUV,Manual,1,Hyundai,Hyundai Creta,2017,767000.0,Third Party insurance,55763.56476399561,15.29,1591,5,White,Chennai
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2022,825000.0,Third Party insurance,55763.56476399561,21.0,1197,5,Red,Chennai
Petrol,Hatchback,Manual,3,Hyundai,Hyundai Santro,2002,45000.0,Third Party insurance,55763.56476399561,19.260860166288737,1086,5,Others,Chennai
Petrol,Hatchback,Automatic,3,Hyundai,Hyundai i10,2014,335000.0,Third Party insurance,55763.56476399561,16.95,1197,5,Others,Chennai
Petrol,Hatchback,Automatic,1,Honda,Honda Jazz,2015,558000.0,Third Party insurance,55763.56476399561,19.0,1199,5,Orange,Chennai
Petrol,Hatchback,Manual,1,Tata,Tata Tiago,2022,649000.0,Third Party insurance,55763.56476399561,19.01,1199,5,Black,Chennai
Diesel,SUV,Automatic,1,Tata,Tata Harrier,2022,2250000.0,Third Party insurance,55763.56476399561,14.6,1956,5,Black,Chennai
Petrol,Sedan,Manual,1,Skoda,Skoda Rapid,2021,1110000.0,Third Party insurance,55763.56476399561,18.97,999,5,Red,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Ignis,2022,672000.0,Third Party insurance,55763.56476399561,20.89,1197,5,Silver,Chennai
