Fuel_Type,Body_Type,transmission,ownerNo,Brand,model,modelYear,price,Insurance_Validity,Kms_Driven,Mileage,Engine,Seats,Color,City
Cng,Hatchback,Manual,1,Maruti,Maruti Wagon R,2021,479000.0,Comprehensive,27370.0,32.52,998,5,White,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2016,380000.0,Comprehensive,39714.0,20.4,1197,5,Silver,Kolkata
Petrol,Hatchback,Manual,1,Hyundai,Hyundai EON,2015,235000.0,Comprehensive,34000.0,21.1,814,5,Blue,Kolkata
Petrol,Hatchback,Manual,2,Hyundai,Hyundai i10,2015,309000.0,Comprehensive,41469.0,20.36,1197,5,Grey,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2019,670000.0,Comprehensive,6033.0,21.4,1197,5,Grey,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2017,269000.0,Comprehensive,28036.0,24.7,796,5,White,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2014,248000.0,Comprehensive,19631.0,22.74,796,5,Red,Kolkata
Diesel,SUV,Manual,1,Mahindra,Mahindra KUV 100,2016,300000.0,Third Party insurance,70000.0,25.32,1198,6,Others,Kolkata
Petrol,Sedan,Manual,1,Honda,Honda City,2015,460000.0,Comprehensive,50000.0,17.8,1497,5,Silver,Kolkata
Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2020,1075000.0,Comprehensive,33197.0,15.1,2179,7,White,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2018,570000.0,Third Party insurance,29000.0,21.4,1197,5,Grey,Kolkata
Petrol,SUV,Automatic,1,Tata,Tata Nexon,2021,975000.0,Comprehensive,60000.0,16.35,1199,5,Green,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2018,330000.0,Third Party insurance,48000.0,20.51,998,5,Grey,Kolkata
Petrol,Hatchback,Manual,1,Hyundai,Hyundai EON,2013,220000.0,Third Party insurance,10000.0,21.1,814,5,Others,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2018,495000.0,Comprehensive,41000.0,22.0,1197,5,Sunset Red,Kolkata
Diesel,SUV,Manual,2,Mahindra,Mahindra Scorpio,2017,890000.0,Comprehensive,79955.0,15.4,1997,9,White,Kolkata
Diesel,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2020,3500000.0,Comprehensive,25910.0,19.27,2143,5,White,Kolkata
Petrol,Hatchback,Manual,2,Hyundai,Hyundai EON,2018,279000.0,Comprehensive,44446.0,21.1,814,5,Red,Kolkata
Diesel,Hatchback,Manual,1,Tata,Tata Tiago,2018,424000.0,Comprehensive,30658.0,27.28,1047,5,Red,Kolkata
Petrol,Sedan,Manual,1,Honda,Honda City,2017,595000.0,Third Party insurance,44000.0,17.8,1497,5,Red,Kolkata
Petrol,Hatchback,Manual,1,Tata,Tata Tiago,2017,352000.0,Third Party,55073.0,23.84,1199,5,Others,Kolkata
Petrol,Sedan,Automatic,1,Toyota,Toyota Corolla Altis,2012,481000.0,Comprehensive,43886.0,14.53,1794,5,White,Kolkata
Diesel,MUV,Manual,1,Mahindra,Mahindra Marazzo,2022,1090000.0,Third Party insurance,20000.0,17.3,1497,8,Others,Kolkata
Petrol,Sedan,Manual,2,Honda,Honda City,2016,464000.0,Comprehensive,118569.0,17.8,1497,5,Silver,Kolkata
Diesel,Sedan,Manual,1,Volkswagen,Volkswagen Vento,2014,340000.0,Third Party insurance,30000.0,20.34,1498,5,Others,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2019,352000.0,Zero Dep,18060.0,24.7,796,5,Red,Kolkata
Petrol,Sedan,Manual,1,Honda,Honda Amaze,2014,319000.0,Comprehensive,94042.0,18.0,1198,5,Others,Kolkata
Diesel,SUV,Manual,1,Mahindra,Mahindra Scorpio,2017,1075000.0,Comprehensive,90438.0,15.4,2179,8,Black,Kolkata
Petrol,Hatchback,Manual,2,Maruti,Maruti Wagon R,2009,140000.0,Third Party insurance,120000.0,18.9,998,5,Gray,Kolkata
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Santro Xing,2009,125000.0,Third Party insurance,80000.0,17.92,1086,5,Others,Kolkata
Diesel,SUV,Manual,1,Jeep,Jeep Compass,2018,1200000.0,Third Party insurance,50000.0,17.1,1956,5,Others,Kolkata
Petrol,Hatchback,Manual,3,Maruti,Maruti Ritz,2010,160000.0,Third Party insurance,60000.0,18.5,1197,5,Others,Kolkata
Petrol,Hatchback,Manual,2,Maruti,Maruti Estilo,2010,120000.0,Third Party insurance,70000.0,19.5,1061,5,Others,Kolkata
Petrol,SUV,Manual,1,Kia,Kia Sonet,2021,975000.0,Third Party,975000.0,18.2,998,5,Black,Kolkata
Diesel,SUV,Manual,1,Hyundai,Hyundai Creta,2018,999000.0,Comprehensive,55000.0,19.67,1582,5,Grey,Kolkata
Diesel,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2017,2500000.0,Third Party insurance,30000.0,19.27,2143,5,Others,Kolkata
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2010,196000.0,Comprehensive,104900.0,20.36,1197,5,Golden,Kolkata
Petrol,Sedan,Manual,2,Toyota,Toyota Yaris,2018,683000.0,Third Party,24092.0,17.1,1496,5,Brown,Kolkata
Diesel,Sedan,Manual,2,Maruti,Maruti Swift Dzire,2017,500000.0,Third Party insurance,90000.0,26.59,1248,5,Others,Kolkata
Petrol,Hatchback,Manual,1,Tata,Tata Altroz,2020,649000.0,Comprehensive,28519.0,19.33,1199,5,Golden,Kolkata
Petrol,Hatchback,Manual,1,Honda,Honda Jazz,2016,386000.0,Third Party insurance,88785.0,18.7,1199,5,Silver,Kolkata
Petrol,Hatchback,Manual,2,Volkswagen,Volkswagen Polo,2015,300000.0,Third Party insurance,90000.0,16.2,1199,5,Others,Kolkata
Diesel,MUV,Manual,1,Tata,Tata Hexa,2019,888000.0,Comprehensive,79755.0,17.6,2179,7,Blue,Kolkata
Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,2017,560000.0,Third Party insurance,80000.0,18.6,1197,5,Silver,Kolkata
Petrol,Hatchback,Manual,2,Mahindra,Mahindra KUV 100 NXT,2017,436000.0,Third Party,68832.0,18.15,1198,5,Silver,Kolkata
Diesel,SUV,Manual,2,Jeep,Jeep Compass,2017,1032000.0,Comprehensive,70857.0,16.3,1956,5,Silver,Kolkata
Petrol,Sedan,Manual,3,Honda,Honda City,2010,270000.0,Third Party insurance,50000.0,17.0,1497,5,Others,Kolkata
Diesel,Sedan,Manual,1,Maruti,Maruti Ciaz,2015,475000.0,Third Party insurance,80000.0,26.21,1248,5,Others,Kolkata
Diesel,Hatchback,Manual,2,Maruti,Maruti Ritz,2010,140000.0,Third Party insurance,110000.0,21.1,1248,5,Others,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2013,320000.0,Third Party insurance,60000.0,20.51,998,5,Others,Kolkata
Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2014,340000.0,Third Party insurance,70000.0,18.9,1197,5,Others,Kolkata
Petrol,Sedan,Manual,2,Maruti,Maruti Swift Dzire,2011,250000.0,Third Party insurance,100000.0,17.5,1298,5,Others,Kolkata
Petrol,Sedan,Manual,1,Hyundai,Hyundai Xcent,2014,325000.0,Comprehensive,38000.0,19.1,1197,5,Silver,Kolkata
Petrol,Hatchback,Manual,5,Hyundai,Hyundai i20,2013,260000.0,Third Party insurance,60000.0,18.5,1197,5,Others,Kolkata
Diesel,MUV,Manual,2,Toyota,Toyota Innova,2014,799000.0,Comprehensive,55000.0,12.99,2494,8,Silver,Kolkata
Petrol,Sedan,Manual,1,Hyundai,Hyundai Xcent,2015,400000.0,Third Party insurance,60000.0,19.1,1197,5,Others,Kolkata
Petrol,SUV,Manual,1,Hyundai,Hyundai Venue,2022,956000.0,Comprehensive,4034.0,18.27,998,5,Blue,Kolkata
Diesel,Hatchback,Manual,2,Chevrolet,Chevrolet Beat,2014,210000.0,Comprehensive,28614.0,25.44,936,5,Silver,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2010,240000.0,Third Party insurance,60000.0,18.9,998,5,Others,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2015,239000.0,Comprehensive,34895.0,22.74,796,5,White,Kolkata
Petrol,Hatchback,Automatic,1,Maruti,Maruti Baleno,2021,861000.0,Comprehensive,5891.0,19.56,1197,5,Silver,Kolkata
Petrol,Sedan,Automatic,2,Mercedes-Benz,Mercedes-Benz E-Class,2017,3500000.0,Comprehensive,28204.0,12.0,1991,5,Brown,Kolkata
Petrol,Hatchback,Automatic,2,Maruti,Maruti Ignis,2020,598000.0,Comprehensive,17776.0,20.89,1197,5,Blue,Kolkata
Diesel,Sedan,Manual,1,Honda,Honda City,2017,750000.0,Third Party insurance,66000.0,26.0,1498,5,White,Kolkata
Petrol,Hatchback,Automatic,1,Maruti,Maruti Wagon R,2020,559000.0,Comprehensive,10667.0,20.52,1197,5,Silver,Kolkata
Diesel,SUV,Manual,1,Kia,Kia Sonet,2021,1035000.0,Comprehensive,27218.0,18.4,1493,5,Red,Kolkata
Petrol,Coupe,Automatic,1,BMW,BMW 3 Series Gran Limousine,2023,5895000.0,Third Party insurance,170.0,15.39,1998,5,White,Kolkata
Petrol,Hatchback,Manual,1,Ford,Ford Figo,2015,259000.0,Comprehensive,28000.0,18.16,1196,5,Grey,Kolkata
Petrol,Coupe,Automatic,2,Audi,Audi S5 Sportback,2021,5950000.0,Third Party insurance,12300.0,19.260860166288737,2994,5,Blue,Kolkata
Petrol,SUV,Automatic,2,Kia,Kia Seltos,2020,1300000.0,Comprehensive,10372.0,19.260860166288737,1497,5,White,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2019,650000.0,Comprehensive,6000.0,21.4,1197,5,Blue,Kolkata
Petrol,SUV,Automatic,1,Jeep,Jeep Compass,2018,1099000.0,Comprehensive,30022.0,14.1,1368,5,Grey,Kolkata
Petrol,SUV,Automatic,1,Jeep,Jeep Compass,2018,999000.0,Third Party insurance,47000.0,16.0,1368,5,White,Kolkata
Diesel,SUV,Automatic,2,Land Rover,Land Rover Range Rover Evoque,2021,5400000.0,Comprehensive,50247.0,19.260860166288737,1997,5,Silicon Silver,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti S-Presso,2022,553000.0,Zero Dep,2704.0,21.7,998,5,Silver,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio,2022,632000.0,Zero Dep,14425.0,24.97,998,5,Brown,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Ignis,2018,330000.0,Third Party insurance,40000.0,20.89,1197,5,Others,Kolkata
Petrol,Sedan,Automatic,2,Volkswagen,Volkswagen Vento,2017,690000.0,Third Party,32488.0,18.19,1197,5,Silver,Kolkata
Petrol,Hatchback,Manual,2,Honda,Honda Brio,2012,219000.0,Comprehensive,73949.0,19.4,1198,5,Others,Kolkata
Petrol,Hatchback,Automatic,1,Maruti,Maruti Celerio,2018,350000.0,Third Party insurance,40000.0,23.1,998,5,Silver,Kolkata
Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2014,338000.0,Comprehensive,55920.0,18.9,1197,5,Others,Kolkata
Petrol,SUV,Manual,1,Ford,Ford Ecosport,2017,500000.0,Third Party insurance,30000.0,17.0,1497,5,Others,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2014,408000.0,Comprehensive,33805.0,22.38,1197,5,Others,Kolkata
Petrol,Sedan,Manual,1,Hyundai,Hyundai Xcent,2014,289000.0,Comprehensive,73781.0,19.1,1197,5,Others,Kolkata
Petrol,Hatchback,Manual,2,Maruti,Maruti Alto 800,2015,230000.0,Third Party insurance,50000.0,22.74,796,5,White,Kolkata
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2014,395000.0,Third Party insurance,65000.0,18.6,1197,5,Red,Kolkata
Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,2011,220000.0,Third Party,48072.0,18.5,1197,5,Grey,Kolkata
Petrol,SUV,Automatic,1,Kia,Kia Seltos,2020,1200000.0,Third Party insurance,75420.0,16.5,1353,5,Red,Kolkata
Diesel,Sedan,Automatic,2,Mercedes-Benz,Mercedes-Benz C-Class,2019,3050000.0,Third Party insurance,16100.0,12.6,1950,5,Blue,Kolkata
Diesel,SUV,Manual,1,Maruti,Maruti Vitara Brezza,2018,725000.0,Comprehensive,40722.0,24.3,1248,5,Red,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2015,430000.0,Third Party insurance,40000.0,21.21,1197,5,Others,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2008,200000.0,Third Party insurance,50000.0,16.1,1298,5,Silver,Kolkata
Petrol,Hatchback,Manual,2,Maruti,Maruti Estilo,2009,120000.0,Third Party insurance,50000.0,19.5,1061,5,Gold,Kolkata
Petrol,Sedan,Manual,3,Volkswagen,Volkswagen Ameo,2017,470000.0,Third Party insurance,40000.0,17.0,1198,5,Others,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2017,296000.0,Comprehensive,3188.0,22.05,796,5,White,Kolkata
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2019,527000.0,Comprehensive,34233.0,18.6,1197,5,Red,Kolkata
Petrol,Hatchback,Manual,2,Hyundai,Hyundai Santro Xing,2010,140000.0,Third Party insurance,50000.0,19.260860166288737,1086,5,Others,Kolkata
Petrol,Sedan,Automatic,1,Honda,Honda City,2016,591000.0,Third Party,51767.0,18.0,1497,5,Black,Kolkata
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2018,480000.0,Comprehensive,40965.0,18.6,1197,5,Blue,Kolkata
Petrol,Sedan,Manual,2,Hyundai,Hyundai Verna,2011,250000.0,Third Party insurance,70000.0,17.01,1591,5,Others,Kolkata
Petrol,SUV,Manual,2,Tata,Tata Nexon,2022,822000.0,Third Party,8176.0,17.33,1199,5,Red,Kolkata
Petrol,Hatchback,Manual,1,Renault,Renault KWID,2022,510000.0,Third Party insurance,10000.0,21.74,999,5,Others,Kolkata
Petrol,Sedan,Manual,2,Toyota,Toyota Yaris,2018,681000.0,Comprehensive,13327.0,17.1,1496,5,Red,Kolkata
Petrol,SUV,Automatic,2,Ford,Ford Ecosport,2019,735000.0,Comprehensive,57167.0,14.8,1497,5,Black,Kolkata
Petrol,Sedan,Manual,1,Volkswagen,Volkswagen Vento,2018,590000.0,Third Party insurance,35100.0,16.09,1598,5,Grey,Kolkata
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2010,170000.0,Third Party insurance,120000.0,20.36,1197,5,Others,Kolkata
Petrol,Hatchback,Manual,2,Hyundai,Hyundai Santro Xing,2010,130000.0,Third Party insurance,60000.0,19.260860166288737,1086,5,Others,Kolkata
Petrol,Sedan,Manual,1,Chevrolet,Chevrolet Aveo,2008,170000.0,Third Party insurance,60000.0,14.4,1399,5,Others,Kolkata
Diesel,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2020,3980000.0,Third Party insurance,30000.0,12.6,1950,5,Others,Kolkata
Diesel,SUV,Manual,0,Mahindra,Mahindra XUV700,2022,2220000.0,Comprehensive,14000.0,19.260860166288737,2198,7,Blue,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2018,450000.0,Third Party insurance,10000.0,20.51,998,5,Others,Kolkata
Diesel,SUV,Automatic,2,Volvo,Volvo XC60,2020,4700000.0,Third Party insurance,19500.0,11.2,1969,5,Black,Kolkata
Diesel,Sedan,Manual,1,Maruti,Maruti Ciaz,2015,450000.0,Third Party,55000.0,26.21,1248,5,Brown,Kolkata
Petrol,Sedan,Manual,1,Hyundai,Hyundai Accent,2011,190000.0,Third Party insurance,50000.0,16.36,1495,5,Others,Kolkata
Diesel,Sedan,Manual,2,Hyundai,Hyundai Verna,2015,494000.0,Third Party insurance,46980.0,23.9,1582,5,Silver,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2019,535000.0,Third Party,40535.0,22.38,1197,5,Others,Kolkata
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Santro Xing,2010,155000.0,Third Party insurance,60020.0,17.92,1086,5,Grey,Kolkata
Petrol,Hatchback,Automatic,1,Renault,Renault KWID,2022,557000.0,Comprehensive,787.0,22.3,999,5,Green,Kolkata
Cng,Hatchback,Manual,1,Maruti,Maruti Wagon R,2022,674000.0,Third Party,5870.0,34.05,998,5,Silver,Kolkata
Diesel,Hatchback,Manual,1,Renault,Renault Pulse,2013,180000.0,Third Party insurance,50000.0,23.08,1461,5,Red,Kolkata
Petrol,Hatchback,Automatic,1,Maruti,Maruti Celerio,2014,318000.0,Comprehensive,50714.0,26.68,998,5,Silver,Kolkata
Petrol,Sedan,Manual,1,Hyundai,Hyundai Xcent,2019,500000.0,Third Party insurance,40000.0,20.14,1197,5,Others,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2020,403000.0,Comprehensive,4187.0,22.05,796,5,Red,Kolkata
Petrol,SUV,Automatic,1,MG,MG Hector,2020,1513000.0,Zero Dep,10164.0,13.96,1451,5,Silver,Kolkata
Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,2022,1030000.0,Comprehensive,13269.0,17.7,1497,5,Blue,Kolkata
Diesel,SUV,Manual,1,Mahindra,Mahindra Scorpio,2020,1530000.0,Third Party insurance,90000.0,15.4,2179,7,Others,Kolkata
Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,2021,1050000.0,Comprehensive,16000.0,17.7,1497,5,Red,Kolkata
Petrol,Sedan,Manual,1,Honda,Honda City,2021,810000.0,Third Party insurance,60000.0,17.4,1497,5,Others,Kolkata
Petrol,Sedan,Manual,2,Honda,Honda City,2010,235000.0,Comprehensive,47114.0,17.0,1497,5,Golden,Kolkata
Petrol,Sedan,Manual,2,Honda,Honda City,2014,439000.0,Third Party insurance,50000.0,17.4,1497,5,Others,Kolkata
Petrol,Hatchback,Manual,2,Ford,Ford Figo,2011,200000.0,Third Party insurance,50000.0,15.6,1196,5,Others,Kolkata
Petrol,Hatchback,Manual,1,Chevrolet,Chevrolet Spark,2012,210000.0,Third Party insurance,20000.0,16.2,995,5,Others,Kolkata
Petrol,Hatchback,Manual,2,Honda,Honda Brio,2013,225000.0,Third Party,41424.0,19.4,1198,5,Silver,Kolkata
Petrol,Hatchback,Manual,2,Maruti,Maruti Alto 800,2020,378000.0,Comprehensive,23829.0,22.05,796,5,Red,Kolkata
Petrol,Sedan,Manual,1,Honda,Honda City,2019,684000.0,Third Party,44199.0,17.4,1497,5,Silver,Kolkata
Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,2018,800000.0,Third Party insurance,40000.0,17.0,1591,5,Red,Kolkata
Petrol,SUV,Manual,1,Ford,Ford Ecosport,2015,419000.0,Third Party,55625.0,18.88,999,5,White,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2015,309000.0,Comprehensive,29230.0,20.51,998,5,Silver,Kolkata
Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2017,525000.0,Third Party insurance,30000.0,22.0,1197,5,Others,Kolkata
Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2019,510000.0,Comprehensive,25152.0,17.74,999,5,White,Kolkata
Diesel,Sedan,Automatic,1,Audi,Audi A3,2020,2000000.0,Comprehensive,52224.0,20.38,1968,5,Red,Kolkata
Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2012,289000.0,Comprehensive,62665.0,22.41,1197,5,Silver,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2014,273000.0,Comprehensive,76800.0,20.51,998,5,Brown,Kolkata
Petrol,SUV,Manual,1,Honda,Honda WR-V,2017,600000.0,Third Party insurance,80000.0,17.5,1199,5,Others,Kolkata
Petrol,SUV,Manual,2,Ford,Ford Ecosport,2016,510000.0,Comprehensive,37833.0,15.9,1496,5,Silver,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2015,300000.0,Third Party insurance,40000.0,22.74,796,5,Others,Kolkata
Diesel,SUV,Automatic,2,Land Rover,Land Rover Freelander 2,2012,970000.0,Third Party insurance,72000.0,12.35,2179,5,Black,Kolkata
Petrol,Sedan,Automatic,1,Hyundai,Hyundai Elantra,2018,1400000.0,Third Party insurance,30000.0,14.62,1999,5,Others,Kolkata
Diesel,Sedan,Manual,2,Hyundai,Hyundai Xcent,2014,300000.0,Third Party insurance,80000.0,24.4,1120,5,Others,Kolkata
Petrol,Sedan,Automatic,1,Hyundai,Hyundai Elantra,2018,1500000.0,Third Party insurance,30000.0,14.62,1999,5,Others,Kolkata
Petrol,Hatchback,Manual,2,Volkswagen,Volkswagen Polo,2014,290000.0,Third Party insurance,90000.0,16.47,1198,5,Blue,Kolkata
Diesel,MUV,Manual,1,Toyota,Toyota Innova,2014,750000.0,Third Party insurance,113000.0,12.99,2494,7,Silver,Kolkata
Petrol,Sedan,Manual,2,Honda,Honda Civic,2012,350000.0,Third Party insurance,90000.0,14.8,1799,5,Others,Kolkata
Diesel,Hatchback,Manual,1,Maruti,Maruti Swift,2013,296000.0,Third Party,92202.0,22.9,1248,5,Silver,Kolkata
Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2018,376000.0,Third Party insurance,79783.0,18.9,1197,5,Orange,Kolkata
Petrol,Sedan,Manual,1,Honda,Honda City,2022,1399000.0,Third Party insurance,10000.0,18.6,1498,5,Others,Kolkata
Petrol,Sedan,Manual,2,Maruti,Maruti Swift Dzire,2021,690000.0,Third Party insurance,23227.0,22.41,1197,5,Others,Kolkata
Petrol,Sedan,Manual,3,Maruti,Maruti Ciaz,2019,714000.0,Third Party,3089.0,21.56,1462,5,Red,Kolkata
Petrol,Sedan,Manual,1,Honda,Honda Amaze,2019,600000.0,Third Party insurance,28546.0,18.6,1199,5,Golden Brown,Kolkata
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2016,342000.0,Third Party,85435.0,18.9,1197,5,Orange,Kolkata
Diesel,Sedan,Automatic,2,Porsche,Porsche Panamera,2016,5000000.0,Third Party insurance,20000.0,17.85,2967,5,Black,Kolkata
Petrol,Hatchback,Manual,2,Honda,Honda Brio,2012,208000.0,Comprehensive,83124.0,19.4,1198,5,Silver,Kolkata
Petrol,Sedan,Manual,2,Toyota,Toyota Etios,2014,279000.0,Third Party,87859.0,16.78,1496,5,Others,Kolkata
Diesel,Sedan,Manual,1,Honda,Honda City,2017,600000.0,Third Party insurance,65000.0,26.0,1498,5,Brown,Kolkata
Diesel,SUV,Automatic,1,Mahindra Ssangyong,Mahindra Ssangyong Rexton,2018,1450000.0,Third Party insurance,50000.0,11.18,2696,7,Black,Kolkata
Petrol,Sedan,Manual,3,Toyota,Toyota Etios,2012,225000.0,Third Party insurance,80000.0,17.6,1496,5,Others,Kolkata
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2018,400000.0,Comprehensive,25000.0,18.9,1197,5,Red,Kolkata
Diesel,Sedan,Manual,1,Hindustan Motors,Ambassador,2014,120000.0,Third Party insurance,120000.0,12.8,1995,5,Yellow,Kolkata
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2019,625000.0,Comprehensive,3000.0,18.6,1197,5,Grey,Kolkata
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2018,385000.0,Comprehensive,37001.0,18.9,1197,5,Grey,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2013,335000.0,Comprehensive,39000.0,18.6,1197,5,Red,Kolkata
Petrol,Sedan,Automatic,1,Honda,Honda City,2020,985000.0,Third Party insurance,20000.0,17.4,1497,5,Black,Kolkata
Diesel,Sedan,Manual,3,Hyundai,Hyundai Xcent,2015,271000.0,Third Party,103033.0,24.4,1120,5,Others,Kolkata
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2017,481000.0,Comprehensive,25968.0,18.9,1197,5,Silver,Kolkata
Petrol,Hatchback,Manual,2,Maruti,Maruti Wagon R,2004,75000.0,Third Party insurance,150000.0,18.9,998,5,Yellow,Kolkata
Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2020,555000.0,Third Party,11798.0,20.52,1197,5,Silver,Kolkata
Petrol,Sedan,Manual,1,Volkswagen,Volkswagen Ameo,2017,430000.0,Third Party,65814.0,17.0,1198,5,White,Kolkata
Petrol,SUV,Manual,1,Kia,Kia Seltos,2021,1200000.0,Comprehensive,69007.0,16.8,1497,5,White,Kolkata
Diesel,Hatchback,Manual,1,Maruti,Maruti Swift,2012,286000.0,Comprehensive,71420.0,22.9,1248,5,Blue,Kolkata
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10 Nios,2021,680000.0,Third Party insurance,10000.0,20.7,1197,5,Blue,Kolkata
Petrol,Hatchback,Manual,1,Datsun,Datsun RediGO,2020,349000.0,Comprehensive,9817.0,20.71,799,5,Silver,Kolkata
Petrol,Hatchback,Manual,2,Maruti,Maruti Celerio,2018,347000.0,Comprehensive,124206.0,25.24,998,5,White,Kolkata
Petrol,Hatchback,Manual,2,Maruti,Maruti Zen,2002,48000.0,Third Party insurance,50000.0,17.3,993,5,Others,Kolkata
Petrol,Hatchback,Manual,2,Maruti,Maruti Wagon R,2009,125000.0,Third Party insurance,50000.0,18.9,1061,5,Others,Kolkata
Petrol,SUV,Automatic,1,Renault,Renault Kiger,2023,785000.0,Comprehensive,1062.0,19.03,999,5,Silver,Kolkata
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2018,490000.0,Third Party insurance,10000.0,18.9,1197,5,Others,Kolkata
Diesel,MUV,Manual,1,Toyota,Toyota Innova Crysta,2019,1700000.0,Third Party insurance,10000.0,13.68,2393,7,Others,Kolkata
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2015,350000.0,Third Party insurance,20000.0,18.9,1197,5,Others,Kolkata
Diesel,Sedan,Manual,1,Honda,Honda City,2015,400000.0,Third Party insurance,68000.0,26.0,1498,5,Brown,Kolkata
Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2016,365000.0,Third Party,65000.0,16.2,1199,5,Silver,Kolkata
Petrol,Hatchback,Manual,2,Maruti,Maruti Swift,2016,400000.0,Third Party insurance,30000.0,20.4,1197,5,Others,Kolkata
Petrol,Hatchback,Manual,2,Hyundai,Hyundai EON,2016,255000.0,Third Party insurance,60000.0,21.1,814,5,White,Kolkata
Petrol,Sedan,Automatic,2,Maruti,Maruti Swift Dzire,2017,601000.0,Third Party,45699.0,21.21,1197,5,Blue,Kolkata
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2011,216000.0,Comprehensive,81575.0,20.36,1197,5,Silver,Kolkata
Petrol,Sedan,Automatic,1,Honda,Honda City,2017,670000.0,Comprehensive,42000.0,18.0,1497,5,golden brown,Kolkata
Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,2018,719000.0,Comprehensive,32092.0,19.1,1368,5,Black,Kolkata
Petrol,Hatchback,Manual,3,Hyundai,Hyundai Santro Xing,2010,142000.0,Third Party,65916.0,19.260860166288737,1086,5,Silver,Kolkata
Diesel,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2019,3200000.0,Third Party insurance,30000.0,12.6,1950,5,Others,Kolkata
Diesel,SUV,Manual,1,MG,MG Hector,2023,1820000.0,Comprehensive,8559.0,19.260860166288737,1956,5,Maroon,Kolkata
