it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText.imgUrl,trendingText.heading,trendingText.desc,Registration Year,Insurance Validity,Fuel Type,Seats,Kms Driven,Ownership,Engine Displacement,Transmission,Year of Manufacture,RTO,Engine,Max Power,Torque,Wheel Size,Seats,Mileage,Color,Engine Type,Displacement,Max Power,Max Torque,No of Cylinder,Values per Cylinder,Fuel Suppy System,Turbo Charger,Value Configuration,Compression Ratio,Super Charger,BoreX Stroke,Length,Width,Height,Wheel Base,Kerb Weight,Front Tread,Rear Tread,Gross Weight,Ground Clearance Unladen,Seating Capacity,Steering Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Gear Box,Drive Type,Seating Capacity,Steering Type,Front Brake Type,Rear Brake Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Cargo Volumn,Turning Radius,Top Speed,Acceleration,City
0,Petrol,Hatchback,"82,892",Manual,2,2nd Owner,Hyundai,Hyundai i10,2011,1568,Magna,₹ 1.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2011,Third Party,Petrol,5 Seats,"82,892 Kms",Second Owner,1197 cc,Manual,2011,DL08,1956 CC,170bhp,350Nm,,5,17.1 kmpl,White,2.0-Litre 4-Cyl Multijet II Engine,1956,170bhp@3750rpm,350Nm@1750-2500rpm,4.0,4.0,CRDI,Yes,DOHC,,No,,4395mm,1818mm,1640mm,2636mm,1537 kgs,,,,,,,,,,6 Speed,4X2,5,power,Disc,Discs,"Radial, Tubless",,5,408-litres,,,,Delhi
0,Diesel,SUV,"14,500",Automatic,1,1st Owner,Mahindra,Mahindra Thar,2023,8076,LX 4-Str Hard Top Diesel AT BSVI,₹ 18.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2023,Third Party,Diesel,4 Seats,"14,500 Kms",First Owner,2184 cc,Automatic,2023,HR26,1461 CC,65,16,14,5,19.2 kmpl,White,In-Line Engine,1461,"65@4,000 (PS@rpm)","16@2,000 (kgm@rpm)",4.0,2.0,CRDI,No,SOHC,17.9:1,No,76 x 80.5 mm,4247mm,1740mm,1534mm,2630mm,1140kg,1480mm,1470mm,,,,,,,,5 Speed,,5,Power,Disc,Drum,"Tubeless,Radial",14,4,510 litres,5.25 m,148.33 kmph,17 seconds,Delhi
0,Petrol,Hatchback,"59,549",Manual,1,1st Owner,Hyundai,Hyundai i20 Active,2015,1665,1.2 SX,₹ 5.19 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2015,Comprehensive,Petrol,5 Seats,"59,549 Kms",First Owner,1197 cc,Manual,2015,DL8C,1086 CC,,,13,5,17 kmpl,Silver,,1086,,,4.0,4.0,,,undefined,,,,,,,,1070,,,,,,,,,,,,5,Power,,,"Tubeless,Radial",13,5,,,,,Delhi
0,Cng,Hatchback,"70,000",Manual,1,1st Owner,Maruti,Maruti Wagon R,2015,4312,LXI CNG,₹ 3.20 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2015,Third Party insurance,CNG,5 Seats,"70,000 Kms",First Owner,998 cc,Manual,2015,,1086 CC,,,13,5,17 kmpl,R EARTH,,1086,,,4.0,4.0,,,undefined,,,,,,,,1070,,,,,,,,,,,,5,Power,,,"Tubeless,Radial",13,5,,,,,Delhi
0,Cng,Hatchback,"64,228",Manual,2,2nd Owner,Maruti,Maruti Wagon R,2019,6838,CNG LXI BSIV,₹ 5.01 Lakh,₹ 5.10 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jan 2020,Zero Dep,CNG,5 Seats,"64,228 Kms",Second Owner,998 cc,Manual,2019,HR26,1199 CC,88.7bhp,110Nm,,5,18.1 kmpl,MODERN STEEL METALLIC,i-VTEC Petrol Engine,1199,88.7bhp@6000rpm,110Nm@4800rpm,4.0,4.0,MPFi,No,SOHC,,No,,3990mm,1680mm,1505mm,2405mm,985kg,,,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",,4,400-litres,4.7 metres,140 Kmph,15 Seconds,Delhi
0,Petrol,Hatchback,"10,000",Manual,1,1st Owner,Maruti,Maruti Swift,2022,8378,VXI BSVI,₹ 7 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2022,Third Party insurance,Petrol,5 Seats,"10,000 Kms",First Owner,1197 cc,Manual,2022,,1193 CC,64.1bhp,100Nm,,5,15.64 kmpl,Gold,MPFi Petrol Engine,1193,64.1bhp@5000rpm,100Nm@2700rpm,4.0,,MPFI,No,,,No,,3988mm,1620mm,1540mm,2450mm,1065-1070kg,,,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",,4,380-litre,5.0metres,,,Delhi
0,Diesel,SUV,"60,000",Manual,2,2nd Owner,Ford,Ford Ecosport,2018,6093,1.5 Diesel Titanium BSIV,₹ 6 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2018,Third Party insurance,Diesel,5 Seats,"60,000 Kms",Second Owner,1498 cc,Manual,2018,DL1C,936 CC,57.6bhp,150Nm,14,5,25.44 kmpl,POLAR WHITE,Smartech Engine,936,57.6bhp@4000rpm,150Nm@1750rpm,3.0,4.0,MPFI,No,DOHC,,No,,3640mm,1595mm,1520mm,2375mm,990,,,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",14,5,170-litres ,4.85 metres, ,,Delhi
0,Petrol,SUV,"32,000",Automatic,1,1st Owner,Tata,Tata Nexon,2018,6499,1.2 Revotron XMA,₹ 6.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Oct 2018,Third Party insurance,Petrol,5 Seats,"32,000 Kms",First Owner,1198 cc,Automatic,2018,HR26,1497 CC,"118PS at 6,600 rpm",146Nm at 4800 rpm,15,5,17 kmpl,Silver,In-Line Engine,1497,"118PS at 6,600 rpm",146Nm at 4800 rpm,4.0,4.0,EFI(Electronic Fuel Injection),No,SOHC,,No,,4420mm,1695mm,1480mm,2550mm,1100kg,,,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",15,4,506 litres,5.3 m,,,Delhi
0,Petrol,Hatchback,"20,000",Manual,1,1st Owner,Maruti,Maruti Swift,2019,7083,LXI,₹ 5.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2019,Third Party insurance,Petrol,5 Seats,"20,000 Kms",First Owner,1197 cc,Manual,2019,DL5C,1498 CC,108.6bhp,250Nm,15,5,21.13 kmpl,Silver,Diesel Engine,1498,108.6bhp@4000rpm,250Nm@1500-2500rpm,4.0,4.0,Direct Injection,Yes,DOHC,,No,,4413mm,1699mm,1466mm,2552mm,1192kg,,,1750Kg,120mm,,,,,,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",15,4,460,5.3 meters,185kmph,,Delhi
0,Cng,Hatchback,"65,000",Manual,1,1st Owner,Maruti,Maruti Wagon R,2016,6838,CNG LXI BSIV,₹ 3.45 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2016,Comprehensive,CNG,5 Seats,"65,000 Kms",First Owner,998 cc,Manual,2016,DL6C,1498 CC,78.9bhp,160Nm,R15,5,21 kmpl,Red,i-DTEC Diesel Engine,1498,78.9bhp@3600rpm,160Nm@1750rpm,4.0,4.0,CRDi,Yes,DOHC,,No,,3995mm,1695mm,1501mm,2470mm,1058kg,,,,,,,,,,CVT,FWD,5,Electric,Disc,Drum,"Tubeless,Radial",R15,4,420,4.9,,10.06 Seconds,Delhi
0,Cng,Hatchback,"23,900",Manual,1,1st Owner,Maruti,Maruti Wagon R,2021,6839,CNG LXI Opt BSIV,₹ 5.41 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Mar 2021,Comprehensive,CNG,5 Seats,"23,900 Kms",First Owner,998 cc,Manual,2021,DL3C,1598 CC,103.52bhp,153Nm,15,5,14.3 kmpl,Silver,Petrol Engine,1598,103.52bhp@5250rpm,153Nm@3800rpm,4.0,4.0,MPFI,No,DOHC,,No,,4386mm,1699mm,1466mm,2552mm,1180kg,,,1720kg,,,,,,,6 Speed ,FWD,5,Power,Disc,Drum,"Tubeless,Radial",15,4,460-litres,5.3 metres,186 Kmph,12.1 Seconds,Delhi
0,Petrol,Hatchback,"2,900",Manual,1,1st Owner,Maruti,Maruti Alto K10,2023,9268,VXi BSVI,₹ 4.30 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jan 2023,Comprehensive,Petrol,5 Seats,"2,900 Kms",First Owner,998 cc,Manual,2023,DL9C,1198 CC,67.05bhp,104Nm,,7,19.02 kmpl,Others,Naturally Aspirated 12V DOHC EFI,1198,67.05bhp@5000rpm,104Nm@4000rpm,3.0,4.0,EFI,No,DOHC,,No,,3995mm,1636mm,1507mm,2450mm,921,1440mm,1445mm,,180mm,,,,,,5 Speed,FWD,7,Electric,Disc,Drum,Tubeless,,5,347 (3rd Row Folded),4.6 metres,,14.2 Seconds,Delhi
0,Petrol,SUV,"15,000",Manual,1,1st Owner,Hyundai,Hyundai Venue,2022,9153,S BSVI,₹ 8.60 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,May 2022,Comprehensive,Petrol,5 Seats,"15,000 Kms",First Owner,1197 cc,Manual,2022,DL10,1598 CC,103.5bhp,153Nm,15,5,15.26 kmpl,White,In-Line Engine,1598,103.5bhp@5250rpm,153Nm@3750rpm,4.0,4.0,MPFI ,No,,,No,,3970mm,1682mm,1453mm,2456mm,1240,1463mm,1463mm,,,,,,,,5 Speed,,5,Power,Disc,Drum,"Tubeless,Radial",15,5,,4.97 metres,183.8km/hr,11.1 seconds,Delhi
0,Petrol,Hatchback,"11,200",Manual,1,1st Owner,Hyundai,Hyundai Santro,2022,7459,Sportz,₹ 5.30 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2022,Comprehensive,Petrol,5 Seats,"11,200 Kms",First Owner,1086 cc,Manual,2022,DL11,1198 CC,67.05bhp,104Nm,,7,19.02 kmpl,Blue,Naturally Aspirated 12V DOHC EFI,1198,67.05bhp@5000rpm,104Nm@4000rpm,3.0,4.0,EFI,No,DOHC,,No,,3995mm,1636mm,1507mm,2450mm,921,1440mm,1445mm,,180mm,,,,,,5 Speed,FWD,7,Electric,Disc,Drum,Tubeless,,5,347 (3rd Row Folded),4.6 metres,,14.2 Seconds,Delhi
0,Electric,SUV,"17,000",Automatic,1,1st Owner,Tata,Tata Nexon EV Prime,2023,7279,XZ Plus LUX,₹ 14.23 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Mar 2023,Comprehensive,Electric,5 Seats,"17,000 Kms",First Owner,0 cc,Automatic,2023,HR98,1197 CC,82bhp,114Nm,14,5,18.9 kmpl,Orange,Kappa VTVT Petrol Engine,1197,82bhp@6000rpm,114Nm@4000rpm,4.0,4.0,MPFI,No,DOHC,,No,,3765mm,1660mm,1520mm,2425mm,935kg,1479mm,1493mm,,,,,,,,4 Speed,FWD,5,Power,Disc,Drum,Tubeless,14,5,256-liters,4.8 metres,163 Kmph,14.9 Seconds,Delhi
0,Petrol,SUV,"1,900",Manual,1,1st Owner,Kia,Kia Sonet,2023,8004,HTK Plus Turbo iMT BSVI,₹ 10.70 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Feb 2023,Comprehensive,Petrol,5 Seats,"1,900 Kms",First Owner,998 cc,Manual,2023,HR98,1591 CC,121.3bhp,151Nm,17,5,13 kmpl,White,VTVT Petrol Engine,1591,121.3bhp@6400rpm,151Nm@4850rpm,4.0,4.0,MPFi,No,DOHC,,No,,4270mm,1780mm,1630mm,2590mm,1280,,,,,,,,,,6 Speed,FWD,5,Power,Disc,Drum,Tubeless,17,5,400-litres,5.3 metres,,,Delhi
0,Petrol,Hatchback,"70,098",Manual,1,1st Owner,Hyundai,Hyundai i10,2010,1568,Magna,₹ 1.73 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2010,Comprehensive,Petrol,5 Seats,"70,098 Kms",First Owner,1197 cc,Manual,2010,UP14,999 CC,71.01bhp,96Nm,,7,18.2 kmpl,Blue,,999,71.01bhp@6250rpm,96Nm@3500rpm,3.0,4.0,MPFi,,,,,,3991mm,1739,1643,,947,1527,1525,,,,,,,,5 Speed,,7,Electric,Disc,Drum,"Tubeless, Radial",,5,84,,,,Delhi
0,Petrol,SUV,"30,498",Manual,1,1st Owner,Nissan,Nissan Magnite,2021,8128,XV BSVI,₹ 7.07 Lakh,₹ 7.20 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2021,Comprehensive,Petrol,5 Seats,"30,498 Kms",First Owner,999 cc,Manual,2021,HR72,2143 CC,201.15bhp,500Nm,19,5,17.9 kmpl,Black,In Line Engine,2143,201.15bhp@3800rpm,500Nm@1600-1800rpm,4.0,4.0,CRDi,Yes,DOHC,16.2:1,No,83.0 x 92.0 mm,4819mm,2141mm,1796mm,2915mm,2150kg,1648mm,1663mm,2950kg,,,,,,,9 Speed,AWD,5,Power,Ventilated Disc,Ventilated Disc,"Radial,Tubeless",19,5,690-litres,5.9 metres,212 Kmph,8.6 Seconds,Delhi
0,Petrol,Sedan,"33,000",Automatic,1,1st Owner,Honda,Honda Amaze,2021,8557,VX CVT BSVI,₹ 8.20 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Feb 2021,Comprehensive,Petrol,5 Seats,"33,000 Kms",First Owner,1199 cc,Automatic,2021,DL2C,1198 CC,73.75bhp,110Nm,15,5,17 kmpl,Grey,MPI Petrol Engine,1198,73.75bhp@5400rpm,110Nm@3750rpm,3.0,4.0,MPFI,No,DOHC,10.5:1,No,76.5 X 86.9 mm,3995mm,1682mm,1483mm,2470mm,1069kg,1460mm,1456mm,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",15,4,330,,,,Delhi
0,Petrol,SUV,"7,243",Manual,1,1st Owner,Renault,Renault Kiger,2021,8370,RXZ Turbo DT,₹ 8.28 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2021,Third Party,Petrol,5 Seats,"7,243 Kms",First Owner,999 cc,Manual,2021,DL14,1591 CC,121.3bhp,154.9Nm,15,5,17.01 kmpl,Gold,VTVT Petrol Engine ,1591,121.3bhp@6300rpm,154.9Nm@4200rpm,4.0,4.0,MPFI,No,DOHC,10.5:1,No,77.0mm X 85.44mm,4370mm,1700mm,1475mm,2570mm,1198,,,,,,,,,,5 Speed,FWD,5,Power,Disc,Disc,"Tubeless,Radial",15,4,465-litre,5.2 metres, ,,Delhi
0,Petrol,SUV,"7,867",Manual,1,1st Owner,Maruti,Maruti Brezza,2023,9184,Zxi DT BSVI,₹ 12.55 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2023,Comprehensive,Petrol,5 Seats,"7,867 Kms",First Owner,1462 cc,Manual,2023,HR35,1197 CC,88.50bhp,113Nm,,5,22.41 kmpl,BERRY RED,,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,,,,,3995mm,1735,1515,2450,880-915,,,1335,160,,,,,,5 Speed,,5,Electric,Disc,Drum,"Tubeless, Radial",,4,378,4.8,,,Delhi
0,Diesel,SUV,"1,10,000",Manual,2,2nd Owner,Maruti,Maruti Vitara Brezza,2018,4303,ZDi Plus Dual Tone,₹ 6.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2018,Third Party insurance,Diesel,5 Seats,"1,10,000 Kms",Second Owner,1248 cc,Manual,2018,,1396 CC,88.76bhp,219.6Nm,14,5,21.9 kmpl,White,U2 CRDI Diesel Engine,1396,88.76bhp@4000rpm,219.6Nm@1750-2750rpm,4.0,4.0,CRDI,No,DOHC,,No,,3995mm,1710mm,1505mm,2525mm,1140,1505mm,1503mm,,,,,,,,6 Speed,FWD,5,Power,Disc,Disc,"Tubeless,Radial",14,5,,,,,Delhi
0,Petrol,MUV,"49,650",Manual,1,1st Owner,Renault,Renault Triber,2022,7419,RXL BSVI,₹ 6.16 Lakh,₹ 6.28 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Apr 2022,Comprehensive,Petrol,7 Seats,"49,650 Kms",First Owner,999 cc,Manual,2022,DL3C,1199 CC,88.76bhp,110Nm,,5,18.6 kmpl,Golden Brown,i-VTEC Petrol Engine,1199,88.76bhp@6000rpm,110Nm@4800rpm,4.0,4.0,MPFi,No,SOHC,,No,,3995mm,1695mm,1501mm,2470mm,917kg,,,,,,,,,,5 Speed,FWD,5,Electric,Disc,Drum,"Tubeless,Radial",,4,420,4.7,,15 Seconds,Delhi
0,Diesel,SUV,"5,301",Manual,1,1st Owner,Tata,Tata New Safari,2022,8385,XZ Plus 6 Str Adventure Edition BSVI,₹ 20.99 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2022,Comprehensive,Diesel,6 Seats,"5,301 Kms",First Owner,1956 cc,Manual,2022,UP14,1197 CC,81.83bhp,114.7Nm,,5,18.6 kmpl,Silver,Kappa VTVT Petrol Engine,1197,81.83bhp@6000rpm,114.7Nm@4000rpm,4.0,4.0,MPFI,No,DOHC,,No,,3985mm,1734mm,1505mm,2570mm,1066kg,1505mm,1503mm,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,Tubeless,,5,295-litres,5.2 metres,170 Kmph,13.2 Seconds,Delhi
0,Petrol,SUV,"21,366",Manual,1,1st Owner,Hyundai,Hyundai Venue,2019,6891,S Turbo BSIV,₹ 8 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Feb 2020,Comprehensive,Petrol,5 Seats,"21,366 Kms",First Owner,998 cc,Manual,2019,DL10,998 CC,67bhp,90Nm,,5,20.51 kmpl,Silver,K10B Petrol Engine,998,67bhp@6000rpm,90Nm@3500rpm,3.0,4.0,,No,DOHC,,No,69 x 72 mm,3599mm,1495mm,1700mm,2400mm,890kg,1295mm,1290mm,1350kg,,,,,,,5 Speed,FWD,5,Power,Ventilated Disc,Drum,Tubeless Tyres,,5,180-liters,4.6 metres,152 kmph,18.6 Seconds,Delhi
0,Diesel,SUV,"40,099",Automatic,1,1st Owner,Jeep,Jeep Compass,2021,8312,Model S 4X4 Diesel AT BSVI,₹ 24.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2021,Comprehensive,Diesel,5 Seats,"40,099 Kms",First Owner,1956 cc,Automatic,2021,HR26,1197 CC,82bhp,114Nm,14,5,18.9 kmpl,Silver,Kappa VTVT Petrol Engine,1197,82bhp@6000rpm,114Nm@4000rpm,4.0,4.0,MPFI,No,DOHC,,No,,3765mm,1660mm,1520mm,2425mm,935kg,1479mm,1493mm,,,,,,,,4 Speed,FWD,5,Power,Disc,Drum,Tubeless,14,5,256-liters,4.8 metres,163 Kmph,14.9 Seconds,Delhi
0,Diesel,Sedan,"1,00,000",Manual,1,1st Owner,Ford,Ford Aspire,2015,1054,1.5 TDCi Titanium Plus,₹ 3.15 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2015,Third Party insurance,Diesel,5 Seats,"1,00,000 Kms",First Owner,1498 cc,Manual,2015,UP16,1498 CC,88.5bhp,230Nm,15,5,20.14 kmpl,Blue,TDI Diesel Engine,1498,88.5bhp@4200rpm,230Nm@1500-2500rpm,4.0,4.0,Direct Injection,Yes,DOHC,16.5:1,No,77 X 80.5 mm,3971mm,1682mm,1469mm,2469mm,1142kg,1460mm,1456mm,1620kg,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",15,5,280,4.97 metres,,,Delhi
0,Diesel,Sedan,"1,00,000",Manual,1,1st Owner,Ford,Ford Aspire,2015,1054,1.5 TDCi Titanium Plus,₹ 3.15 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2015,Third Party insurance,Diesel,5 Seats,"1,00,000 Kms",First Owner,1498 cc,Manual,2015,UP16,1496 CC,105.94bhp,140Nm,,5,17.1 kmpl,Red,1.5 Dual VVT-i Engine,1496,105.94bhp@6000rpm,140Nm@4200rpm,4.0,4.0,EFI,No,DOHC,,No,,4425mm,1730mm,1495mm,2550mm,1090kg,,,1580kg,,,,,,,6 Speed,FWD,5,Power,Disc,Drum,"Tubless, Radial",,4,476,5.1,,,Delhi
0,Petrol,Sedan,"48,000",Manual,1,1st Owner,Honda,Honda City,2015,1280,i VTEC VX,₹ 6.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2015,Comprehensive,Petrol,5 Seats,"48,000 Kms",First Owner,1497 cc,Manual,2015,DL08,999 CC,71.01bhp,96Nm,,7,20 kmpl,Others,,999,71.01bhp@6250rpm,96Nm@3500rpm,3.0,4.0,MPFi,,,,,,3991mm,1739,1643,,947,1547,1545,,,,,,,,5 Speed,,7,Electric,Disc,Drum,"Tubeless, Radial",,5,84,,,,Delhi
0,Diesel,SUV,"29,000",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz GLE,2020,6732,300d BSVI,₹ 78 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Oct 2020,Comprehensive,Diesel,5 Seats,"29,000 Kms",First Owner,1950 cc,Automatic,2020,HP38,1373 CC,91.1bhp,130Nm,,5,20.73 kmpl,Brown,k14B VVT Engine,1373,91.1bhp@6000rpm,130Nm@4000rpm,4.0,4.0,MPFI,No,DOHC,10.1:1,No,73 X 82mm,4490mm,1730mm,1485mm,2650mm,1010kg,1495mm,1505mm,1490kg,,,,,,,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",,4,510-litres,5.4 metres,190 kmph,14 Seconds,Delhi
0,Cng,Hatchback,"1,20,000",Manual,1,1st Owner,Maruti,Maruti Wagon R,2017,4312,LXI CNG,₹ 3.10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2017,Third Party insurance,CNG,5 Seats,"1,20,000 Kms",First Owner,998 cc,Manual,2017,UP14,998 CC,65.71bhp,89Nm,,5,24.39 kmpl,Others,K10C,998,65.71bhp@5500rpm,89Nm@3500rpm,3.0,4.0,,,,,,,3530mm,1490,1520,2380,755,,,,,,,,,,5 Speed,,5,Power,Disc,Drum,"Tubeless, Radial",,5,214,4.5,,,Delhi
0,Petrol,SUV,"58,000",Automatic,1,1st Owner,Tata,Tata Nexon,2019,6364,1.2 Revotron XZA Plus,₹ 8.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Oct 2019,Third Party insurance,Petrol,5 Seats,"58,000 Kms",First Owner,1198 cc,Automatic,2019,HR26,1197 CC,81.80bhp,113Nm,,5,20.4 kmpl,Silver,K Series VVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,MPFI,No,DOHC,11.0:1,No,73 X 71.5 mm,3840mm,1735mm,1530mm,2450mm,865Kg,,,1315kg,,,,,,,5 Speed,FWD,5,Power,Ventilated Disc,Drum,Tubeless Tyres,,5,204-liters,4.8 metres,165 kmph,12.6 Seconds,Delhi
0,Petrol,Sedan,"58,000",Manual,1,1st Owner,Honda,Honda Amaze,2016,1153,S i-VTEC,₹ 4.85 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2016,Comprehensive,Petrol,5 Seats,"58,000 Kms",First Owner,1198 cc,Manual,2016,DL03,1086 CC,68.05bhp,99.04Nm,,5,19.81 kmpl,Silver,IRDE2 Engine,1086,68.05bhp@5500rpm,99.04Nm@4500rpm,4.0,3.0,MPFI,No,SOHC,,No,,3585mm,1595mm,1550mm,2380mm,860kg,1400mm,1385mm,,,,,,,,5 Speed,FWD,5,Power,Ventilated Disc,Drum,Tubeless,,5,225-litres,4.7 metres,165 Kmph,14.3 Seconds,Delhi
0,Petrol,Sedan,"50,000",Manual,1,1st Owner,Honda,Honda Amaze,2015,1168,S i-Vtech,₹ 3.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2015,Third Party insurance,Petrol,5 Seats,"50,000 Kms",First Owner,1198 cc,Manual,2015,DL3C,1197 CC,81.86bhp,117nm,16,5,18.6 kmpl,Silver,Kappa VTVT Petrol Engine,1197,81.86bhp@6000rpm,117nm@4000rpm,4.0,4.0,MPFI,No,DOHC,,No,,3985mm,1734mm,1505mm,2570mm,1140,1505mm,1503mm,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,Tubeless,16,5,285,5.2 metres,170 Kmph,13.2 Seconds,Delhi
0,Petrol,Sedan,"32,000",Automatic,1,1st Owner,Honda,Honda Amaze,2019,1159,VX CVT i-VTEC,₹ 7.95 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Oct 2019,Comprehensive,Petrol,5 Seats,"32,000 Kms",First Owner,1199 cc,Automatic,2019,HR26,1498 CC,98.96bhp,205Nm,,5,23 kmpl,White,TDCi Diesel Engine,1498,98.96bhp@3750rpm,205Nm@1750-3250rpm,4.0,4.0,Direct Injection,Yes,SOHC,16.0:1,No,73.5 X 88.3 mm,3998mm,1765mm,1647mm,2519mm,1268Kg,,,1690Kg,,,,,,,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",,4,352-litres,5.3 metres,,,Delhi
0,Diesel,Sedan,"9,900",Automatic,1,1st Owner,BMW,BMW 3 Series,2020,7103,320d Luxury Line,₹ 40.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2020,Comprehensive,Diesel,5 Seats,"9,900 Kms",First Owner,1995 cc,Automatic,2020,HR98,1199 CC,88.7bhp,110Nm,15,5,19 kmpl,Red,i-VTEC Petrol Engine,1199,88.7bhp@6000rpm,110Nm@4800rpm,4.0,4.0,PGM - Fi,No,SOHC,,No,,3955mm,1694mm,1544mm,2530mm,1066kg,,,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",15,5,354-litres,5.1 meters,172 Kmph,13.7 Seconds,Delhi
