it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText.imgUrl,trendingText.heading,trendingText.desc,Registration Year,Insurance Validity,Fuel Type,Seats,Kms Driven,Ownership,Engine Displacement,Transmission,Year of Manufacture,RTO,Engine,Max Power,Torque,Wheel Size,Seats,Mileage,Color,Engine Type,Displacement,Max Power,Max Torque,No of Cylinder,Values per Cylinder,Fuel Suppy System,Turbo Charger,Value Configuration,Compression Ratio,Super Charger,BoreX Stroke,Length,Width,Height,Wheel Base,Kerb Weight,Front Tread,Rear Tread,Gross Weight,Ground Clearance Unladen,Seating Capacity,Steering Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Gear Box,Drive Type,Seating Capacity,Steering Type,Front Brake Type,Rear Brake Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Cargo Volumn,Turning Radius,Top Speed,Acceleration,City
0,Cng,Hatchback,"62,657",Manual,1,1st Owner,Maruti,Maruti S-Presso,2021,7489,VXI CNG 2019-2020,₹ 4.79 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2021,Third Party,CNG,4 Seats,"62,657 Kms",First Owner,998 cc,Manual,2021,HR87,1197 CC,88.50bhp,113Nm,15,5,22.38 kmpl,Silver,K Series Dual jet,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,,,,,3845mm,1735,1530,2450,875-905,1520,1520,1335,,,,,,,5-Speed,,5,Electric,Disc,Drum,"Radial, Tubeless",15,5,268,4.8,,,Delhi
0,Petrol,Hatchback,"16,452",Automatic,1,1st Owner,Renault,Renault KWID,2017,5431,1.0 AMT RXT,₹ 3 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2017,Comprehensive,Petrol,5 Seats,"16,452 Kms",First Owner,999 cc,Automatic,2017,HR29,1248 CC,88.5bhp,200Nm,,5,23.65 kmpl,White,DDiS 200 Diesel Engine,1248,88.5bhp@4000rpm,200Nm@1750rpm,4.0,4.0,,Yes,DOHC,,No,69.6 x 82 mm,4300mm,1785mm,1595mm,2600mm,1220Kg,,,1670kg,,,,,,,5 Speed,FWD,5,Power,Ventilated Disc,Solid Disc,"Tubeless,Radial",,5,353-litres,5.2 meters,160 Kmph,13.5 Seconds,Delhi
0,Petrol,Sedan,"40,000",Automatic,2,2nd Owner,Mercedes-Benz,Mercedes-Benz CLA,2017,5518,200 CGI Sport,₹ 24.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2017,Comprehensive,Petrol,5 Seats,"40,000 Kms",Second Owner,1991 cc,Automatic,2017,HP12,1499 CC,110.4bhp,140Nm,,5,15.85 kmpl,Orange,Ti-VCT Petrol Engine,1499,110.4bhp@6300rpm,140Nm@4400rpm,4.0,4.0,Direct Injection,No,DOHC,11.0:1,No,79 X 76.5 mm,3999mm,1765mm,1708mm,2520mm,1200,1519mm,1524mm,,,,,,,,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",,5,346-litres,5.3 metres,182 Kmph,16 Seconds,Delhi
0,Cng,Hatchback,"31,029",Manual,1,1st Owner,Tata,Tata Tiago,2022,8725,XZ Plus CNG BSVI,₹ 7.40 Lakh,₹ 7.47 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Mar 2022,Zero Dep,CNG,5 Seats,"31,029 Kms",First Owner,1199 cc,Manual,2022,DL2C,1197 CC,83.1bhp,115Nm,,5,21.4 kmpl,Silver,VVT Petrol Engine,1197,83.1bhp@6000rpm,115Nm@4000rpm,4.0,4.0,MPFI,No,DOHC,,No,,3995mm,1745mm,1510mm,2520mm,910kg,1515mm,1525mm,1360kg,,,,,,,CVT,FWD,5,Power,Disc,Drum,"Tubeless,Radial",,5,339-litres,4.9 meters,180 Kmph,12.79 seconds,Delhi
0,Petrol,Hatchback,"40,000",Manual,2,2nd Owner,Maruti,Maruti Swift,2018,6324,VXI 2018,₹ 4.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2018,Third Party insurance,Petrol,5 Seats,"40,000 Kms",Second Owner,1197 cc,Manual,2018,UP32,796 CC,46.3bhp,62Nm,12,5,19.7 kmpl,Red,In-Line Engine,796,46.3bhp@6200rpm,62Nm@3000rpm,3.0,4.0,MPFI,No,SOHC,,No,68.5 x 72.0 mm,3495mm,1475mm,1460mm,2360mm,705kg,1295mm,1290mm,1140kg,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",12,5,,4.6m,137km/hr,17.7 seconds,Delhi
0,Petrol,Hatchback,"46,724",Manual,2,2nd Owner,Hyundai,Hyundai i20,2014,1654,Sportz 1.2,₹ 4.03 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Apr 2014,Comprehensive,Petrol,5 Seats,"46,724 Kms",Second Owner,1197 cc,Manual,2014,HR26,1197 CC,81.83bhp,114.7Nm,16,5,18.6 kmpl,Blue,Kappa VTVT Petrol Engine,1197,81.83bhp@6000rpm,114.7Nm@4000rpm,4.0,4.0,MPFI,No,DOHC,,No,,3985mm,1734mm,1505mm,2570mm,1066kg,1505mm,1503mm,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,Tubeless,16,5,295-litres,5.2 metres,170 Kmph,13.2 Seconds,Delhi
0,Petrol,Sedan,"86,000",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz C-Class,2011,4701,C 200 CGI,₹ 7.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2011,Third Party insurance,Petrol,5 Seats,"86,000 Kms",First Owner,1991 cc,Automatic,2011,DL86,1399 CC,68bhp,160Nm,14,5,20 kmpl,CHILL,Diesel Engine,1399,68bhp@4000rpm,160Nm@2000rpm,4.0,4.0,Common Rail,No,SOHC,,No,,3795mm,1680mm,1427mm,2489mm,1115kg,,,,,,,,,,5 Speed,Front Wheel Drive,5,Power,Ventilated Discs,Drum,"Tubeless,Radial",14,5,284 Liters,4.9m,148km/hr,14.8 Seconds,Delhi
0,Diesel,SUV,"40,000",Manual,1,1st Owner,Mahindra,Mahindra XUV500,2015,3807,W10 2WD,₹ 8 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2015,Third Party insurance,Diesel,7 Seats,"40,000 Kms",First Owner,2179 cc,Manual,2015,,998 CC,67.04bhp,90Nm,,5,20.51 kmpl,Silver,K10B Petrol Engine,998,67.04bhp@6200rpm,90Nm@3500rpm,3.0,4.0,,No,DOHC,,No,69 x 72 mm,3599mm,1495mm,1700mm,2400mm,890kg,1295mm,1290mm,1350kg,,,,,,,5 Speed,FWD,5,Power,Ventilated Disc,Drum,Tubeless Tyres,,5,180-liters,4.6 metres,152 kmph,18.6 Seconds,Delhi
0,Petrol,Sedan,"80,000",Automatic,1,1st Owner,Toyota,Toyota Camry,2015,2107,Hybrid,₹ 14.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2015,Third Party insurance,Petrol,5 Seats,"80,000 Kms",First Owner,2494 cc,Automatic,2015,HR26,1197 CC,88.50bhp,113Nm,,5,22.41 kmpl,Red,,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,,,,,3995mm,1735,1515,2450,880-915,,,1335,160,,,,,,5 Speed,,5,Electric,Disc,Drum,"Tubeless, Radial",,4,378,4.8,,,Delhi
0,Petrol,Sedan,"70,000",Automatic,1,1st Owner,Toyota,Toyota Camry,2015,2107,Hybrid,₹ 14.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2015,Third Party insurance,Petrol,5 Seats,"70,000 Kms",First Owner,2494 cc,Automatic,2015,,1197 CC,78.9bhp,111.8Nm,13,5,20.36 kmpl,Blue,DOHC Engine,1197,78.9bhp@6000rpm,111.8Nm@4000rpm,4.0,4.0,MPFI,No,DOHC,10.5:1,No,71 x 75.6 mm,3585mm,1595mm,1550mm,2380mm,960,1400mm,1385mm,,,,,,,,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",13,4,,,,,Delhi
0,Petrol,Sedan,"60,000",Manual,1,1st Owner,Honda,Honda City,2016,1279,i VTEC V,₹ 6.60 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jan 2017,Comprehensive,Petrol,5 Seats,"60,000 Kms",First Owner,1497 cc,Manual,2016,HP34,1968 CC,174.33bhp,380Nm,17,5,17.68 kmpl,White,TDI Diesel Engine ,1968,174.33bhp@3750-4200rpm,380Nm@1750-2500rpm,4.0,4.0,CRDI,Yes,DOHC,,No,,4915mm,2086mm,1455mm,2912mm,1660kg,1627mm,1618mm,2165kg,,,,,,,8 Speed,FWD,5,Power,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",17,4,530-litres,5.95 metres,222 Kmph,8.2 Seconds,Delhi
0,Petrol,Hatchback,"60,000",Manual,1,1st Owner,Maruti,Maruti Wagon R,2009,4339,LXI Minor,₹ 1.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2009,Third Party insurance,Petrol,5 Seats,"60,000 Kms",First Owner,1061 cc,Manual,2009,,796 CC,37bhp,59Nm,12,4,16.1 kmpl,White,Hi-Tech Petrol Engine,796,37bhp@5000rpm,59Nm@2500rpm,3.0,2.0,MPFI,No,SOHC,8.8:1,No,68.5 x 72.0 mm,3335mm,1440mm,1405mm,2175mm,650kg,,,1000kg,,,,,,,4 Speed,FWD,4,Manual,Disc,Drum,Radial,12,4,,4.4metres,144km/hr,21 seconds,Delhi
0,Cng,MUV,"40,000",Manual,1,1st Owner,Maruti,Maruti Ertiga,2021,7669,CNG VXI,₹ 11 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2021,Third Party insurance,CNG,7 Seats,"40,000 Kms",First Owner,1462 cc,Manual,2021,UP14,999 CC,71.01bhp,96Nm,,5,19.03 kmpl,Brown,1.0L energy,999,71.01bhp@6250rpm,96Nm@3500rpm,3.0,4.0,MPFi,,,,,,3991mm,1750,1605,2500,1055,1536,1535,,,,,,,,5 Speed,,5,Electric,Disc,Drum,"Tubeless, Radial",,5,405,,,,Delhi
0,Diesel,Hatchback,"80,000",Manual,4,4th Owner,Maruti,Maruti Celerio,2015,3989,ZDi,₹ 2.20 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2015,Third Party insurance,Diesel,5 Seats,"80,000 Kms",Fourth Owner,793 cc,Manual,2015,DL6C,1956 CC,172.35bhp,350Nm,18,7,,Black,2.0 L Multijet Diesel,1956,172.35bhp@3750rpm,350Nm@1750-2500rpm,4.0,4.0,,Yes,,,,,4769mm,1859mm,1698mm,2782mm,1816kg,,,,,,,,,,9-Speed,4x2,7,,Disc,Disc,"Tubeless, Radial",18,5,,5.7m,198,10.8,Delhi
0,Diesel,SUV,"90,000",Automatic,1,1st Owner,Ford,Ford Endeavour,2019,916,3.2 Titanium AT 4X4,₹ 28 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,May 2019,Comprehensive,Diesel,7 Seats,"90,000 Kms",First Owner,3198 cc,Automatic,2019,HP52,1497 CC,121.36bhp,150Nm,,5,14.8 kmpl,Grey,Ti-VCT Petrol Engine,1497,121.36bhp@6500rpm,150Nm@4500rpm,3.0,4.0,Direct Injection,No,DOHC,11.0:1,No,79 X 76.5 mm,3998mm,1765mm,1647mm,2519mm,1296Kg,,,1705Kg,,,,,,,6 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",,4,352-litres,5.3 meters,171.43 kmph,12.51 Seconds,Delhi
0,Cng,Hatchback,"71,727",Manual,1,1st Owner,Hyundai,Hyundai Grand i10 Nios,2021,7717,Sportz CNG,₹ 6.76 Lakh,₹ 6.96 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Feb 2021,Third Party,CNG,5 Seats,"71,727 Kms",First Owner,1197 cc,Manual,2021,UP13,999 CC,113.98bhp,178Nm,17,5,17.2 kmpl,White,1.0 TSI Petrol Engine,999,113.98bhp@5000-5500rpm,178Nm@1750-4500rpm,3.0,4.0,TSI,Yes,,,,,4225mm,1760mm,1612mm,2651mm,1245-1280 kg,,,1660 kg,155mm,,,,,,6-speed,FWD,5,Electric,Disc,Drum,"Tubeless, Radial",17,5,385/1405,,,,Delhi
0,Diesel,Sedan,"73,000",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz E-Class,2013,4611,E250 CDI Avantgarde,₹ 11.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2013,Comprehensive,Diesel,5 Seats,"73,000 Kms",First Owner,2143 cc,Automatic,2013,HR26,1497 CC,113.43bhp,144Nm,16,5,16.8 kmpl,White,SMARTSTREAM G1.5,1497,113.43bhp@6300rpm,144Nm@4500rpm,4.0,4.0,MPI,No,,,,,4315mm,1800mm,1645mm,2610mm,1335,,,,,,,,,,6-Speed,FWD,5,Electric,Disc,Disc,"Tubeless, Radial",16,5,433,,,,Delhi
0,Petrol,SUV,"85,482",Manual,1,1st Owner,Honda,Honda WR-V,2017,5668,i-VTEC VX,₹ 6.86 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2017,Third Party insurance,Petrol,5 Seats,"85,482 Kms",First Owner,1199 cc,Manual,2017,HR51,1462 CC,103.26bhp,138nm,16,5,17.03 kmpl,Brown,k-series1.5l,1462,103.26bhp@6000rpm,138nm@4400rpm,4.0,4.0,,No,,,,,3995,1790,1640,2500,1115-1130,,,1600,,,,,,,5 Speed,,5,Electronic,Ventilated Disc,Drum,"Tubeless, Radial",16,5,328,5.2,,,Delhi
0,Petrol,SUV,"54,500",Automatic,2,2nd Owner,Mercedes-Benz,Mercedes-Benz GLA,2016,6110,4MATIC,₹ 23 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2016,Comprehensive,Petrol,5 Seats,"54,500 Kms",Second Owner,1991 cc,Automatic,2016,DL01,1598 CC,103.2bhp,153Nm,16,5,14.84 kmpl,Grey,Petrol Engine,1598,103.2bhp@5200-5250rpm,153Nm@3750-3800rpm,4.0,4.0,MPFI,No,DOHC,,No,,4413mm,1699mm,1466mm,2552mm,1187kg,,,1710Kg,120mm,,,,,,6 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",16,4,460,5.3 meters,185kmph,,Delhi
0,Cng,Hatchback,"60,000",Manual,2,2nd Owner,Maruti,Maruti Celerio,2016,3984,Green VXI,₹ 2.60 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2016,Third Party insurance,CNG,5 Seats,"60,000 Kms",Second Owner,998 cc,Manual,2016,DL1C,1197 CC,81.83bhp,114.7Nm,16,5,18.6 kmpl,Silver,Kappa VTVT Petrol Engine,1197,81.83bhp@6000rpm,114.7Nm@4000rpm,4.0,4.0,MPFI,No,DOHC,,No,,3985mm,1734mm,1505mm,2570mm,1066kg,1505mm,1503mm,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,Tubeless,16,5,295-litres,5.2 metres,170 Kmph,13.2 Seconds,Delhi
0,Petrol,Sedan,"89,581",Manual,1,1st Owner,Hyundai,Hyundai Verna,2017,1775,1.6 SX VTVT,₹ 7.98 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Feb 2018,Zero Dep,Petrol,5 Seats,"89,581 Kms",First Owner,1591 cc,Manual,2017,HR26,1498 CC,97.9bhp,200Nm,16,5,25.6 kmpl,Grey,i DTEC Diesel Engine,1498,97.9bhp@3600rpm,200Nm@1750rpm,4.0,4.0,Direct Injection,Yes,DOHC,16.0:1,No,76.0 X 82.5 mm,4440mm,1695mm,1495mm,2600mm,1175kg,1475mm,1465mm,1550kg,,,,,,,6 Speed,FWD,5,Power,Vantilated Disc,Drum,"Tubeless,Radial",16,4,510,5.3 metres,175 Kmph,10 Seconds,Delhi
0,Petrol,Sedan,"1,10,000",Automatic,2,2nd Owner,Skoda,Skoda Rapid,2014,3189,1.6 MPI AT Ambition Plus,₹ 2.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2014,Third Party insurance,Petrol,5 Seats,"1,10,000 Kms",Second Owner,1598 cc,Automatic,2014,DL11,999 CC,67.06bhp,91Nm,,5,22.3 kmpl,White,1.0 SCe,999,67.06bhp@5500rpm,91Nm@4250rpm,3.0,4.0,,,,,,,3731,1579,1474,,699,,,,,,,,,,5 Speed,FWD,5,Electric,Disc,Drum,"Tubeless, Radial",,5,279,4.9,,,Delhi
0,Diesel,SUV,"79,500",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz GLS,2016,6341,350d Grand Edition,₹ 48.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2016,Comprehensive,Diesel,7 Seats,"79,500 Kms",First Owner,2987 cc,Automatic,2016,UP01,1199 CC,88.7bhp,110Nm,15,5,19 kmpl,Orange,i-VTEC Petrol Engine,1199,88.7bhp@6000rpm,110Nm@4800rpm,4.0,4.0,PGM - Fi,No,SOHC,,No,,3955mm,1694mm,1544mm,2530mm,1066kg,,,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",15,5,354-litres,5.1 meters,172 Kmph,13.7 Seconds,Delhi
0,Petrol,Sedan,"69,164",Manual,2,2nd Owner,Toyota,Toyota Etios,2011,2191,V,₹ 2.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2011,Third Party,Petrol,5 Seats,"69,164 Kms",Second Owner,1496 cc,Manual,2011,UP80,1086 CC,68.05bhp,99.04Nm,,5,19.81 kmpl,Silver,IRDE2 Engine,1086,68.05bhp@5500rpm,99.04Nm@4500rpm,4.0,3.0,MPFI,No,SOHC,,No,,3585mm,1595mm,1550mm,2380mm,860kg,1400mm,1385mm,,,,,,,,5 Speed,FWD,5,Power,Ventilated Disc,Drum,Tubeless,,5,225-litres,4.7 metres,165 Kmph,14.3 Seconds,Delhi
0,Petrol,SUV,"28,000",Automatic,1,1st Owner,Honda,Honda CR-V,2016,1316,2.0L 2WD AT,₹ 14.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2016,Comprehensive,Petrol,5 Seats,"28,000 Kms",First Owner,1997 cc,Automatic,2016,DL09,1197 CC,81.83bhp,114.7Nm,,5,18.6 kmpl,White,Kappa VTVT Petrol Engine,1197,81.83bhp@6000rpm,114.7Nm@4000rpm,4.0,4.0,MPFI,No,DOHC,,No,,3985mm,1734mm,1505mm,2570mm,1066kg,1505mm,1503mm,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,Tubeless,,5,295-litres,5.2 metres,170 Kmph,13.2 Seconds,Delhi
0,Diesel,SUV,"66,175",Manual,1,1st Owner,Maruti,Maruti Vitara Brezza,2018,4300,ZDi Plus,₹ 7.87 Lakh,₹ 7.95 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2018,Comprehensive,Diesel,5 Seats,"66,175 Kms",First Owner,1248 cc,Manual,2018,HR87,1498 CC,98.96bhp,205Nm,16,5,23 kmpl,Red,TDCi Diesel Engine,1498,98.96bhp@3750rpm,205Nm@1750-3250rpm,4.0,4.0,Direct Injection,Yes,SOHC,16.0:1,No,73.5 X 88.3 mm,3998mm,1765mm,1647mm,2519mm,1300Kg,,,1690Kg,,,,,,,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",16,4,352-litres,5.3 metres,,,Delhi
0,Petrol,SUV,"22,000",Automatic,2,2nd Owner,Porsche,Porsche Macan,2020,10974,S,₹ 75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2020,Comprehensive,Petrol,5 Seats,"22,000 Kms",Second Owner,2894 cc,Automatic,2020,HP01,2184 CC,130bhp,300Nm,18,4,,Black,mHawk 130 Engine,2184,130bhp@3750rpm,300Nm@1600-2800rpm,4.0,4.0,,Yes,,,,,3985mm,1855mm,1844mm,2450mm,1755,1520mm,1520mm,,,,,,,,6 Speed,4X4,4,Power,Disc,Drum,"Radial, Tubeless",18,3,,,,,Delhi
0,Petrol,Sedan,"47,001",Manual,1,1st Owner,Tata,Tata Tigor,2017,5676,1.2 Revotron XZ,₹ 4.85 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2017,Comprehensive,Petrol,5 Seats,"47,001 Kms",First Owner,1199 cc,Manual,2017,DL3C,1197 CC,83.1bhp,115Nm,16,5,21.4 kmpl,Blue,VVT Petrol Engine,1197,83.1bhp@6000rpm,115Nm@4000rpm,4.0,4.0,MPFI,No,DOHC,,No,,3995mm,1745mm,1510mm,2520mm,890Kg,1505mm,1515mm,1340kg,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",16,5,339-litres,4.9 meters,180 Kmph,12.36 seconds,Delhi
0,Diesel,SUV,"1,45,000",Automatic,1,1st Owner,Toyota,Toyota Fortuner,2016,7618,2.8 4WD AT,₹ 17.15 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2016,Comprehensive,Diesel,7 Seats,"1,45,000 Kms",First Owner,2755 cc,Automatic,2016,DL2C,1197 CC,88.50bhp,113Nm,,5,22.41 kmpl,Silver,,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,,,,,3995mm,1735,1515,2450,880-915,,,1335,160,,,,,,5 Speed,,5,Electric,Disc,Drum,"Tubeless, Radial",,4,378,4.8,,,Delhi
0,Petrol,Sedan,"19,000",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz E-Class,2021,8407,Exclusive E 200 BSVI,₹ 61 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Mar 2021,Comprehensive,Petrol,5 Seats,"19,000 Kms",First Owner,1991 cc,Automatic,2021,PB70,1353 CC,138.12bhp,242Nm,17,5,16.8 kmpl,Others,1.4 L Turbo GDi Petrol,1353,138.12bhp@6000rpm,242Nm@1500-3200rpm,4.0,4.0,GDi,Yes,DOHC,,,,4300mm,1790mm,1635mm,2610mm,1475,,,,,,,,,,7-speed DCT,,5,Power,Disc,Disc,"Tubeless, Radial",17,5,,,,,Delhi
0,Diesel,Sedan,"43,600",Automatic,2,2nd Owner,Audi,Audi A4,2015,18,2.0 TDI Premium Plus,₹ 12 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jan 2015,Third Party insurance,Diesel,5 Seats,"43,600 Kms",Second Owner,1968 cc,Automatic,2015,UP16,1197 CC,88.50bhp,113Nm,15,5,22.38 kmpl,Silver,K Series Dual jet,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,,,,,3845mm,1735,1530,2450,875-905,1520,1520,1335,,,,,,,5-Speed,,5,Electric,Disc,Drum,"Radial, Tubeless",15,5,268,4.8,,,Delhi
0,Petrol,Hatchback,"63,521",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2016,1533,Sportz CNG,₹ 4.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Apr 2016,Comprehensive,Petrol,5 Seats,"63,521 Kms",First Owner,1197 cc,Manual,2016,UP14,1591 CC,121.3bhp,151Nm,,5,15.29 kmpl,Others,VTVT Petrol Engine,1591,121.3bhp@6400rpm,151Nm@4850rpm,4.0,4.0,MPFI,No,DOHC,,No,,4270mm,1780mm,1630mm,2590mm,"1,300",,,,,,,,,,6 Speed,FWD,5,Power,Disc,Drum,Tubeless,,5,400-litres,5.3 metres,165 Kmph,10.5 Seconds,Delhi
0,Petrol,Sedan,"18,021",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2021,7709,VXI BSVI,₹ 7 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2021,Comprehensive,Petrol,5 Seats,"18,021 Kms",First Owner,1197 cc,Manual,2021,UP16,1197 CC,88.50bhp,113Nm,,5,22.41 kmpl,Gray,,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,,,,,3995mm,1735,1515,2450,880-915,,,1335,160,,,,,,5 Speed,,5,Electric,Disc,Drum,"Tubeless, Radial",,4,378,4.8,,,Delhi
0,Petrol,Hatchback,"90,000",Manual,1,1st Owner,Maruti,Maruti Wagon R,2008,4344,LX BSIII,"₹ 61,000 ",,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2008,Third Party insurance,Petrol,5 Seats,"90,000 Kms",First Owner,1061 cc,Manual,2008,DL9C,1498 CC,103.52bhp,250Nm,15,5,21.66 kmpl,Others,Diesel Engine,1498,103.52bhp@4400rpm,250Nm@1500-2500rpm,4.0,4.0,Direct Injection ,Yes,DOHC,,No,,4386mm,1699mm,1466mm,2552mm,1182kg,,,1770kg,,,,,,,7 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",15,4,460-litres,5.3 metres,186 Kmph,12 Seconds,Delhi
0,Diesel,SUV,"38,000",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz G,2021,7194,G 350d,₹ 2.45 Crore,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Apr 2021,Comprehensive,Diesel,5 Seats,"38,000 Kms",First Owner,2925 cc,Automatic,2021,CH01,1197 CC,82bhp,114Nm,14,5,18.9 kmpl,White,Kappa VTVT Petrol Engine,1197,82bhp@6000rpm,114Nm@4000rpm,4.0,4.0,MPFI,No,DOHC,,No,,3765mm,1660mm,1520mm,2425mm,935kg,1479mm,1493mm,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,Tubeless,14,5,256-liters,4.8 metres,165 Kmph,12.9 Seconds,Delhi
