it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText.imgUrl,trendingText.heading,trendingText.desc,Registration Year,Insurance Validity,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,Mileage,Engine,Max Power,Torque,Seats,Wheel Size,Color,Engine Type,Displacement,Max Power,Max Torque,No of Cylinder,Values per Cylinder,Value Configuration,Fuel Suppy System,BoreX Stroke,Compression Ratio,Turbo Charger,Super Charger,Seating Capacity,Steering Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Length,Width,Height,Wheel Base,Front Tread,Rear Tread,Kerb Weight,Gross Weight,Ground Clearance Unladen,Seating Capacity,Steering Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Gear Box,Drive Type,Seating Capacity,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Top Speed,Acceleration,Tyre Type,No Door Numbers,Cargo Volumn,Alloy Wheel Size,City
0,Petrol,Hatchback,"77,995",Automatic,1,1st Owner,Maruti,Maruti Baleno,2017,5920,1.2 CVT Alpha,₹ 6.74 Lakh,₹ 7.31 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2017,Comprehensive,Petrol,5 Seats,"77,995 Kms",KA53,First Owner,1197 cc,Automatic,2017.0,21.4 kmpl,1197 CC,83.1bhp,115Nm,5,16,Silver,VVT Petrol Engine,1197,83.1bhp@6000rpm,115Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,,,,,,3995mm,1745mm,1510mm,2520mm,1515mm,1525mm,935kg,1360kg,,,,,,,CVT,FWD,5,Power,4.9 meters,Disc,Drum,180 Kmph,12.36 seconds,"Tubeless,Radial",5,339-litres,16,Bangalore
0,Petrol,SUV,"20,000",Manual,1,1st Owner,Tata,Tata Nexon,2021,7988,XM S BSVI,₹ 8.10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2021,Third Party insurance,Petrol,5 Seats,"20,000 Kms",,First Owner,1199 cc,Manual,2021.0,17.33 kmpl,1199 CC,118.35bhp,170Nm,5,,Others,1.2l Turbocharged Revotron Engine,1199,118.35bhp@5500rpm,170Nm@1750-4000rpm,3.0,4.0,,,,,NO,,,,,,,3993,1811,1606,2498,,,1345,,,,,,,,6 Speed,,5,Electric,5.1,Disc,Drum,,,"Tubeless,Radial",5,350,,Bangalore
0,Petrol,Sedan,"40,908",Manual,1,1st Owner,Maruti,Maruti Ciaz,2020,7408,Delta BSVI,₹ 7.92 Lakh,₹ 8.42 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2020,Comprehensive,Petrol,5 Seats,"40,908 Kms",KA02,First Owner,1462 cc,Manual,2020.0,20.65 kmpl,1462 CC,103.25bhp,138Nm,5,15,Blue,K15 Smart Hybrid Petrol Engine,1462,103.25bhp@6000rpm,138Nm@4400rpm,4.0,4.0,DOHC,,74 x 85,,,,,,,,,4490,1730,1485,2650,,,1105,1520,,,,,,,5 Speed,FWD,5,Power,5.4,Ventilated Disc,Drum,,,"Tubeless, Radial",4,510,15,Bangalore
0,Petrol,Hatchback,"39,693",Automatic,2,2nd Owner,Hyundai,Hyundai Grand i10,2016,1523,Asta Option AT,₹ 5.13 Lakh,₹ 5.69 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2016,Comprehensive,Petrol,5 Seats,"39,693 Kms",KA01,Second Owner,1197 cc,Automatic,2016.0,18.9 kmpl,1197 CC,82bhp,114Nm,5,14,Red,Kappa VTVT Petrol Engine,1197,82bhp@6000rpm,114Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,,,,,,3765mm,1660mm,1520mm,2425mm,1479mm,1493mm,935kg,,,,,,,,4 Speed,FWD,5,Power,4.8 metres,Disc,Drum,165 Kmph,12.9 Seconds,Tubeless,5,256-liters,14,Bangalore
0,Petrol,Sedan,"40,000",Manual,1,1st Owner,Hyundai,Hyundai Verna,2010,1802,Transform VTVT,₹ 3.60 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2010,Third Party insurance,Petrol,5 Seats,"40,000 Kms",,First Owner,1599 cc,Manual,2010.0,16.2 kmpl,1599 CC,103.2 PS at 5500 RPM,14.9 KGM at 3000 RPM,5,14,Others,Petrol,1599,103.2 PS at 5500 RPM,14.9 KGM at 3000 RPM,4.0,4.0,,,,,No,No,,,,,,4300 mm,1695 mm,1490 mm,2500 mm,,,1210,,,,,,,,Five Speed Manual Transmission,Two Wheel Drive,5,Power,,Disc,Drum,195 kmph,12.07 seconds,"Tubeless,Radial",4,,14,Bangalore
0,Petrol,Hatchback,"63,411",Manual,1,1st Owner,Maruti,Maruti Swift,2016,10403,VXI,₹ 5.79 Lakh,₹ 5.84 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Apr 2016,Comprehensive,Petrol,5 Seats,"63,411 Kms",KA41,First Owner,1197 cc,Manual,2016.0,22.38 kmpl,1197 CC,88.50bhp,113Nm,5,,White,K Series Dual jet,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,,,,,,,,,,3845mm,1735,1530,2450,1530,1530,875-905,1335,,,,,,,5-Speed,,5,Electric,4.8,Disc,Drum,,,"Radial, Tubeless",5,268,,Bangalore
0,Petrol,Hatchback,"30,000",Manual,1,1st Owner,Maruti,Maruti Swift,2018,6323,LXI 2018,₹ 5.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2018,Third Party insurance,Petrol,5 Seats,"30,000 Kms",,First Owner,1197 cc,Manual,2018.0,22 kmpl,1197 CC,81.80bhp,113Nm,5,,Others,VTVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,,MPFi,73 x 72 mm,,No,No,,,,,,3840mm,1735mm,1530mm,2450mm,1530mm,1530mm,855kg,1315kg,,,,,,,5,,5,Power,4.8 Meters,Disc,Drum,,,Tubeless,5,268,,Bangalore
0,Petrol,Hatchback,"94,221",Manual,2,2nd Owner,Hyundai,Hyundai Grand i10,2014,1549,Sportz,₹ 3.83 Lakh,₹ 4.16 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jan 2014,Comprehensive,Petrol,5 Seats,"94,221 Kms",KA04,Second Owner,1197 cc,Manual,2014.0,18.9 kmpl,1197 CC,82bhp,114Nm,5,,Red,Kappa VTVT Petrol Engine,1197,82bhp@6000rpm,114Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,,,,,,3765mm,1660mm,1520mm,2425mm,1479mm,1493mm,935kg,,,,,,,,5 Speed,FWD,5,Power,4.8 metres,Disc,Drum,165 Kmph,12.9 Seconds,Tubeless,5,256-liters,,Bangalore
0,Petrol,Hatchback,"93,975",Manual,1,1st Owner,Hyundai,Hyundai i20,2017,5701,1.2 Asta Option,₹ 6.05 Lakh,₹ 6.93 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Oct 2017,Third Party insurance,Petrol,5 Seats,"93,975 Kms",KA03,First Owner,1197 cc,Manual,2017.0,18.6 kmpl,1197 CC,81.83bhp,114.7Nm,5,16,White,Kappa VTVT Petrol Engine,1197,81.83bhp@6000rpm,114.7Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,,,,,,3985mm,1734mm,1505mm,2570mm,1505mm,1503mm,1066kg,,,,,,,,5 Speed,FWD,5,Power,5.2 metres,Disc,Drum,170 Kmph,13.2 Seconds,Tubeless,5,295-litres,16,Bangalore
0,Petrol,SUV,"30,000",Manual,1,1st Owner,Mahindra,Mahindra XUV300,2019,7241,W8 BSVI,₹ 9.85 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2019,Third Party insurance,Petrol,5 Seats,"30,000 Kms",,First Owner,1197 cc,Manual,2019.0,16.82 kmpl,1197 CC,108.62bhp,200Nm,5,16,Red,1.2L Petrol,1197,108.62bhp@5000rpm,200Nm@2000-3500rpm,3.0,4.0,,,,,Yes,,,,,,,3995mm,1821mm,1627mm,2600mm,,,1450,,,,,,,,6 Speed,,5,Power,5.3,Disc,Disc,,,"Tubeless, Radial",5,,16,Bangalore
0,Petrol,Hatchback,"30,155",Manual,2,2nd Owner,Volkswagen,Volkswagen Polo,2020,7745,1.0 TSI Highline Plus,₹ 9.35 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jan 2021,Third Party,Petrol,5 Seats,"30,155 Kms",KA04,Second Owner,999 cc,Manual,2020.0,18.24 kmpl,999 CC,108.62bhp,175nm,5,R16,Grey,1.0L TSI Petrol,999,108.62bhp@5000-5500rpm,175nm@1750-4000rpm,3.0,4.0,DOHC,TSI,74.5x76.4 mm,10.5:1,Yes,No,,,,,,3971mm,1682mm,1469mm,2470mm,1457mm,1500mm,1072Kg,1530,,,,,,,6 Speed,FWD,5,Electronic,4.9,Disc,Drum,,,"Tubeless,Radial",5,280,R16,Bangalore
0,Petrol,Hatchback,"59,006",Manual,2,2nd Owner,Volkswagen,Volkswagen Polo,2016,1973,1.2 MPI Highline,₹ 6.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2016,Third Party insurance,Petrol,5 Seats,"59,006 Kms",KA04,Second Owner,1198 cc,Manual,2016.0,16.47 kmpl,1198 CC,74bhp,110Nm,5,15,White,MPI Petrol Engine,1198,74bhp@5400rpm,110Nm@3750rpm,3.0,4.0,DOHC,MPFI ,76.5 X 86.9 mm,10.5:1,No,No,,,,,,3971mm,1682mm,1469mm,2469mm,1460mm,1456mm,1053kg,1520kg,,,,,,,5 Speed,FWD,5,Power,4.97 metres,Disc,Drum,165 kmph,14.2 Seconds,"Tubeless,Radial",5,280-liters,15,Bangalore
0,Petrol,Hatchback,"1,00,000",Manual,4,4th Owner,Maruti,Maruti Zen,2004,4391,LXI,₹ 1.35 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2004,Third Party insurance,Petrol,5 Seats,"1,00,000 Kms",KA02,Fourth Owner,993 cc,Manual,2004.0,17.3 kmpl,993 CC,60 PS ,78 Nm ,5,,Silver,In-Line Engine,993,60 PS @ 6000 rpm ,78 Nm @ 4500 rpm ,4.0,4.0,SOHC,MPFI,,9.4:1,No,No,,,,,,3535 mm,1495 mm,1405 mm,2335 mm,,,765 kg,1190 kg,,,,,,,5 Speed,,5,Power,4.9 m,"Disc, 236 mm",Drums 180 mm,145 kmph,17.5 seconds,,5,,,Bangalore
0,Petrol,SUV,"18,570",Automatic,1,1st Owner,Tata,Tata Nexon,2022,7403,XZA Plus (O) AMT,₹ 13.45 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Feb 2022,Third Party,Petrol,5 Seats,"18,570 Kms",KA51,First Owner,1199 cc,Automatic,2022.0,16.35 kmpl,1199 CC,118.36bhp,170nm,5,16,White,1.2l Turbocharged Revotron Engine,1199,118.36bhp@5500rpm,170nm@1750-4000rpm,3.0,4.0,,,,,Yes,,,,,,,3993,1811,1606,2498,,,1250,,,,,,,,6-Speed,,5,,5.1,Disc,Drum,,,"Tubeless, Radial",5,350,16,Bangalore
0,Diesel,MUV,"48,246",Manual,1,1st Owner,Toyota,Toyota Innova Crysta,2021,8189,2.4 G 7 STR,₹ 23.65 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Feb 2021,Comprehensive,Diesel,7 Seats,"48,246 Kms",KA41,First Owner,2393 cc,Manual,2021.0,12 kmpl,2393 CC,148bhp,343Nm,7,,White,2.4L Diesel Engine,2393,148bhp@3400rpm,343Nm@1400-2800rpm,4.0,4.0,DOHC,CRDi,,,Yes,,,,,,,4735,1830,1795,2750,1540,1540,1840,2460,,,,,,,5 Speed,RWD,7,Power,5.4,Disc,Drum,,,"Tubeless,Radial",5,300,,Bangalore
0,Diesel,Sedan,"10,000",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz C-Class,2017,4700,C 220 CDI Avantgarde,₹ 32 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2017,Third Party insurance,Diesel,5 Seats,"10,000 Kms",KA01,First Owner,2143 cc,Automatic,2017.0,19.27 kmpl,2143 CC,170bhp,400Nm,5,17,Others,In-Line Engine,2143,170bhp@3000-4200rpm,400Nm@1400-2800rpm,4.0,4.0,DOHC,CRDi,,,Yes,No,,,,,,4686mm,2020mm,1442mm,2840mm,1588mm,1570mm,1655kg,2135kg,,,,,,,7 Speed,RWD,5,Power,5.61 metres,Disc,Disc,233 Kmph,7.4 Seconds,"Tubeless, Radial",4,480-litres,17,Bangalore
0,Diesel,Hatchback,"61,263",Manual,1,1st Owner,Maruti,Maruti Baleno,2016,3968,1.3 Alpha,₹ 7.34 Lakh,₹ 7.49 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2016,Third Party insurance,Diesel,5 Seats,"61,263 Kms",KA05,First Owner,1248 cc,Manual,2016.0,27.39 kmpl,1248 CC,74bhp,190Nm,5,16,Red,DDiS Diesel Engine,1248,74bhp@4000rpm,190Nm@2000rpm,4.0,4.0,DOHC,CRDi,,,Yes,No,,,,,,3995mm,1745mm,1510mm,2520mm,1505mm,1515mm,985kg,1430kg,,,,,,,5 Speed,FWD,5,Power,4.9 metres,Disc,Drum,170 Kmph,12.93 seconds,"Tubeless,Radial",5,339-litres,16,Bangalore
0,Petrol,SUV,"65,507",Manual,2,2nd Owner,Honda,Honda WR-V,2017,5668,i-VTEC VX,₹ 7.01 Lakh,₹ 7.08 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2017,Third Party,Petrol,5 Seats,"65,507 Kms",KA20,Second Owner,1199 cc,Manual,2017.0,17.5 kmpl,1199 CC,88.7bhp,110Nm,5,16,White,i-VTEC Petrol Engine,1199,88.7bhp@6000rpm,110Nm@4800rpm,4.0,4.0,SOHC,MPFi,,,No,No,,,,,,3999mm,1734mm,1601mm,2555mm,,,1103kg,,,,,,,,5 Speed,FWD,5,Electric,5.3 metres,Ventilated Disc,Drum,164.26 kmph,15.31 Seconds,"Tubeless,Radial",5,363 Litres,16,Bangalore
0,Diesel,SUV,"1,00,000",Manual,1,1st Owner,Renault,Renault Duster,2014,5053,85PS Diesel RxL Optional,₹ 5.35 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2014,Third Party insurance,Diesel,5 Seats,"1,00,000 Kms",,First Owner,1461 cc,Manual,2014.0,20.46 kmpl,1461 CC,83.8bhp,200Nm,5,16,Others,dCi Diesel Engine,1461,83.8bhp@3750rpm,200Nm@1900rpm,4.0,4.0,DOHC,CRDI,,,Yes,No,,,,,,4315mm,1822mm,1695mm,2673mm,1560mm,1567mm,1200,1758kg,,,,,,,5 speed,FWD,5,Power,5.2 metres,Ventilated Disc,Drum,,,"Tubeless,Radial",5,475-litres,16,Bangalore
0,Petrol,SUV,"26,158",Manual,1,1st Owner,Honda,Honda WR-V,2017,5668,i-VTEC VX,₹ 7.89 Lakh,₹ 8.12 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2017,Comprehensive,Petrol,5 Seats,"26,158 Kms",KA03,First Owner,1199 cc,Manual,2017.0,17.5 kmpl,1199 CC,88.7bhp,110Nm,5,16,Silver,i-VTEC Petrol Engine,1199,88.7bhp@6000rpm,110Nm@4800rpm,4.0,4.0,SOHC,MPFi,,,No,No,,,,,,3999mm,1734mm,1601mm,2555mm,,,1103kg,,,,,,,,5 Speed,FWD,5,Electric,5.3 metres,Ventilated Disc,Drum,164.26 kmph,15.31 Seconds,"Tubeless,Radial",5,363 Litres,16,Bangalore
0,Petrol,Hatchback,"35,250",Manual,1,1st Owner,Maruti,Maruti Swift,2015,10403,VXI,₹ 5.48 Lakh,₹ 5.75 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2015,Comprehensive,Petrol,5 Seats,"35,250 Kms",KA02,First Owner,1197 cc,Manual,2015.0,22.38 kmpl,1197 CC,88.50bhp,113Nm,5,,White,K Series Dual jet,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,,,,,,,,,,3845mm,1735,1530,2450,1530,1530,875-905,1335,,,,,,,5-Speed,,5,Electric,4.8,Disc,Drum,,,"Radial, Tubeless",5,268,,Bangalore
0,Diesel,SUV,"65,965",Manual,1,1st Owner,Mahindra,Mahindra Quanto,2012,3598,C6,₹ 3.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2012,Comprehensive,Diesel,7 Seats,"65,965 Kms",KA51,First Owner,1493 cc,Manual,2012.0,17.21 kmpl,1493 CC,100bhp,240Nm,7,,Red,mCR100 Diesel Engine,1493,100bhp@3750rpm,240Nm@1600-2800rpm,3.0,4.0,DOHC,Common Rail,,,Yes,No,,,,,,3985mm,1850mm,1880mm,2760mm,,,1640kg,,,,,,,,5 Speed ,RWD,7,Power,5.4 metres,Disc,Drum,160 Kmph,14 Seconds,"Tubeless,Radial",5,300-litres,,Bangalore
0,Petrol,Hatchback,"40,304",Manual,2,2nd Owner,Maruti,Maruti Celerio,2015,10357,ZXI,₹ 4.77 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2015,Comprehensive,Petrol,5 Seats,"40,304 Kms",KA53,Second Owner,998 cc,Manual,2015.0,25.24 kmpl,998 CC,65.71bhp,89Nm,5,,Others,K10C,998,65.71bhp@5500rpm,89Nm@3500rpm,3.0,4.0,,,,,,,,,,,,3695mm,1655,1555,2435,1430,1440,810,1260,,,,,,,5-Speed,,5,Electric,,Ventilated Disc,Drum,,,"Tubeless, Radial",5,313,,Bangalore
0,Diesel,SUV,"80,000",Automatic,1,1st Owner,Land Rover,Land Rover Freelander 2,2013,4861,HSE,₹ 15.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2013,Comprehensive,Diesel,5 Seats,"80,000 Kms",KA02,First Owner,2179 cc,Automatic,2013.0,12.35 kmpl,2179 CC,187.74bhp,420Nm,5,17,Silver,SD4 Diesel Engine ,2179,187.74bhp@3500rpm,420Nm@1750rpm,4.0,4.0,,CRDI,,,Yes,No,,,,,,4500mm,2195mm,1740mm,2660mm,1601mm,1614mm,2045,,,,,,,,6 Speed,4WD,5,Power,5.7 metres,Disc,Disc,190 Kmph,9.5 Seconds,"Tubeless,Radial",5,755-litres,17,Bangalore
0,Petrol,Hatchback,"56,661",Manual,1,1st Owner,Maruti,Maruti Swift,2014,10403,VXI,₹ 5.15 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Apr 2014,Comprehensive,Petrol,5 Seats,"56,661 Kms",KA05,First Owner,1197 cc,Manual,2014.0,22.38 kmpl,1197 CC,88.50bhp,113Nm,5,,Silver,K Series Dual jet,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,,,,,,,,,,3845mm,1735,1530,2450,1530,1530,875-905,1335,,,,,,,5-Speed,,5,Electric,4.8,Disc,Drum,,,"Radial, Tubeless",5,268,,Bangalore
0,Petrol,Hatchback,"90,213",Manual,2,2nd Owner,Hyundai,Hyundai i20,2016,1482,Asta 1.2,₹ 5.62 Lakh,₹ 5.95 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2016,Comprehensive,Petrol,5 Seats,"90,213 Kms",KA05,Second Owner,1197 cc,Manual,2016.0,18.6 kmpl,1197 CC,81.83bhp,114.7Nm,5,16,Silver,Kappa VTVT Petrol Engine,1197,81.83bhp@6000rpm,114.7Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,,,,,,3985mm,1734mm,1505mm,2570mm,1505mm,1503mm,1066kg,,,,,,,,5 Speed,FWD,5,Power,5.2 metres,Disc,Drum,170 Kmph,13.2 Seconds,Tubeless,5,295-litres,16,Bangalore
0,Petrol,Sedan,"70,000",Manual,3,3rd Owner,Volkswagen,Volkswagen Vento,2010,2008,Petrol Highline,₹ 3.45 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2010,Third Party insurance,Petrol,5 Seats,"70,000 Kms",KA01,Third Owner,1598 cc,Manual,2010.0,15.04 kmpl,1598 CC,103.6bhp,153Nm,5,15,Others,In Line Petrol Engine,1598,103.6bhp@5250rpm,153Nm@3800rpm,4.0,4.0,DOHC,MPFI,,,No,No,,,,,,4384mm,1699mm,1466mm,2552mm,,,1121kg,1680kg,,,,,,,5 Speed,FWD,5,Power,5.4 metres,Disc,Drum,185km/hr,,"Tubeless,Radial",4,480-litres,15,Bangalore
0,Diesel,Sedan,"1,20,000",Manual,4,4th Owner,Hyundai,Hyundai Verna,2013,1821,1.6 SX CRDi (O),₹ 4.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2013,Third Party insurance,Diesel,5 Seats,"1,20,000 Kms",KA50,Fourth Owner,1582 cc,Manual,2013.0,22.32 kmpl,1582 CC,126.32bhp,259.8Nm,5,16,Others,Diesel Engine,1582,126.32bhp@4000rpm,259.8Nm@1900-2750rpm,4.0,4.0,DOHC,CRDI,77.2mm X 84.5mm,17.3:1,Yes,No,,,,,,4370mm,1700mm,1475mm,2570mm,,,1260,,,,,,,,6 Speed ,FWD,5,Power,5.2 metres,Disc,Disc,190km/hr,10.62 Seconds,"Tubeless,Radial",4,465-litre,16,Bangalore
0,Petrol,SUV,"10,000",Manual,2,2nd Owner,Nissan,Nissan Magnite,2021,8128,XV BSVI,₹ 6.70 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2021,Third Party insurance,Petrol,5 Seats,"10,000 Kms",KA01,Second Owner,999 cc,Manual,2021.0,18.75 kmpl,999 CC,71.02bhp,96Nm,5,16,Others,B4D 1.0 NA PETROL,999,71.02bhp@6250rpm,96Nm@3500rpm,3.0,4.0,SOHC,MPFi,71 x 84.1,,No,No,,,,,,3994mm,1758,1572,2500,,,939,,,,,,,,5 Speed,,5,Electronic,5.0,Disc,Drum,,17.7,"Tubeless,Radial",5,336,16,Bangalore
0,Petrol,Hatchback,"20,739",Automatic,1,1st Owner,Honda,Honda Jazz,2021,7979,ZX CVT,₹ 9.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jan 2021,Comprehensive,Petrol,5 Seats,"20,739 Kms",KA04,First Owner,1199 cc,Automatic,2021.0,17.1 kmpl,1199 CC,88.50bhp,110Nm,5,15,Brown,1.2 i-VTEC,1199,88.50bhp@6000rpm,110Nm@4800rpm,4.0,4.0,SOHC,,,,,,,,,,,3989mm,1694,1544,2530,,,1085,,,,,,,,7 Speed,,5,Electric,5.1,Disc,Drum,,,"Tubeless, Radial",5,354,15,Bangalore
0,Petrol,Hatchback,"20,000",Manual,2,2nd Owner,Hyundai,Hyundai i20,2020,6811,Sportz Plus Dual Tone BSIV,₹ 7 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2020,Third Party insurance,Petrol,5 Seats,"20,000 Kms",KA04,Second Owner,1197 cc,Manual,2020.0,18.6 kmpl,1197 CC,81.86bhp,117nm,5,16,Others,Kappa VTVT Petrol Engine,1197,81.86bhp@6000rpm,117nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,,,,,,3985mm,1734mm,1505mm,2570mm,1505mm,1503mm,1160,,,,,,,,5 Speed,FWD,5,Power,5.2 metres,Disc,Drum,170 Kmph,13.2 Seconds,Tubeless,5,285,16,Bangalore
0,Petrol,Sedan,"70,000",Manual,1,1st Owner,Opel,OpelCorsa,2004,4797,1.4Gsi,"₹ 80,000 ",,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2004,Third Party insurance,Petrol,5 Seats,"70,000 Kms",MH31,First Owner,1389 cc,Manual,2004.0,14.2 kmpl,1389 CC,88 PS ,110 Nm ,5,13,Silver,In-Line Engine,1389,88 PS @ 6600 rpm,110 Nm @ 3200 rpm,4.0,,,,,,,,,,,,,4056mm,1608mm,1420mm,2443mm,1387mm,1388mm,1060kg,,,,,,,,5 Speed,,5,Power,4.9 meter,Ventilated Discs,Drums,167 Km/Hour,13.2 seconds,"Tubeless,Radial",4,,13,Bangalore
0,Petrol,SUV,"10,000",Automatic,1,1st Owner,Mahindra,Mahindra Thar,2021,7959,LX 4-Str Convert Top AT BSVI,₹ 15 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2021,Third Party insurance,Petrol,4 Seats,"10,000 Kms",KA50,First Owner,1997 cc,Automatic,2021.0,15.2 kmpl,1997 CC,150bhp,320Nm,4,18,Red,mStallion 150 TGDi Engine,1997,150bhp@5000rpm,320Nm@1500-3000rpm,4.0,4.0,,,,,Yes,,,,,,,3985mm,1855mm,1855mm,2450mm,1520mm,1520mm,1845,,,,,,,,6 Speed,4X4,4,Power,,Disc,Drum,,,"Radial, Tubeless",3,,18,Bangalore
0,Diesel,Sedan,"60,000",Manual,3,3rd Owner,Chevrolet,Chevrolet Cruze,2009,477,LTZ,₹ 3.70 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2009,Third Party insurance,Diesel,5 Seats,"60,000 Kms",,Third Owner,1991 cc,Manual,2009.0,18.3 kmpl,1991 CC,147.9bhp,327Nm,5,16,White,"4 Cylinder, VCDi",1991,147.9bhp@4000rpm,327Nm@2600rpm,4.0,4.0,SOHC,CRDI,,,No,No,,,,,,4597mm,1788mm,1477mm,2685mm,1544mm,1558mm,1520kg,,,,,,,,5 Speed,,5,Power,5.4m,Disc,Disc,,,"Tubeless,Radial",4,,16,Bangalore
