it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText.imgUrl,trendingText.heading,trendingText.desc,Registration Year,Insurance Validity,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,Mileage,Engine,Max Power,Torque,Wheel Size,Seats,Color,Engine Type,Displacement,Max Power,Max Torque,No of Cylinder,Values per Cylinder,Value Configuration,Fuel Suppy System,BoreX Stroke,Turbo Charger,Super Charger,Compression Ratio,Length,Width,Height,Wheel Base,Front Tread,Rear Tread,Kerb Weight,Gross Weight,Ground Clearance Unladen,Seating Capacity,Steering Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Gear Box,Drive Type,Seating Capacity,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Cargo Volumn,Acceleration,Top Speed,City
0,Petrol,Hatchback,"41,163",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2017,5607,1.2 Kappa Asta,₹ 4.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Mar 2017,Comprehensive,Petrol,5 Seats,"41,163 Kms",WB06,First Owner,1197 cc,Manual,2017.0,18.9 kmpl,1197 CC,81.86bhp,113.75nm,14,5,Red,Kappa VTVT Petrol Engine,1197,81.86bhp@6000rpm,113.75nm@4000rpm,4.0,4.0,DOHC,MPFI,,No,No,,3765mm,1660mm,1520mm,2425mm,1479mm,1493mm,1060,,,,,,,,5 Speed,FWD,5,Power,4.8 metres,Disc,Drum,Tubeless,14,5,256,12.9 Seconds,165 Kmph,Kolkata
0,Diesel,Sedan,"17,839",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz E-Class,2020,7579,Exclusive E 220d,₹ 53 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2020,Comprehensive,Diesel,5 Seats,"17,839 Kms",WB92,First Owner,1950 cc,Automatic,2020.0,16.1 kmpl,1950 CC,191.7bhp,400Nm,17,5,Grey,CDI In-line Engine,1950,191.7bhp@3800rpm,400Nm@1600-2800rpm,4.0,4.0,DOHC,CRDI,,Yes,No,,5063mm,1860mm,1494mm,3079mm,1595mm,1597mm,1805,,,,,,,,9 Speed,RWD,5,Electric,6 metres,Ventilated Disc,Disc,"Tubeless,Radial",17,4,540-litres,7.3 Seconds,240 kmph,Kolkata
0,Petrol,Sedan,"3,800",Manual,1,1st Owner,Toyota,Toyota Yaris,2019,7286,V,₹ 6.95 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Mar 2019,Comprehensive,Petrol,5 Seats,"3,800 Kms",WB20,First Owner,1496 cc,Manual,2019.0,17.1 kmpl,1496 CC,105.5bhp,140Nm,15,5,Red,1.5 Dual VVT-i Engine,1496,105.5bhp@6000rpm,140Nm@4200rpm,4.0,4.0,DOHC,EFI,,No,No,,4425mm,1730mm,1495mm,2550mm,,,1105kg,1580kg,,,,,,,6 Speed,FWD,5,Power,5.1m,Disc,Disc,"Tubless, Radial",15,4,476,,,Kolkata
0,Petrol,Hatchback,"34,124",Manual,1,1st Owner,Maruti,Maruti Wagon R,2018,6740,VXI,₹ 3.95 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Feb 2018,Comprehensive,Petrol,5 Seats,"34,124 Kms",WB08,First Owner,998 cc,Manual,2018.0,21.79 kmpl,998 CC,67.05bhp,90Nm,,5,Blue,K10B Petrol Engine,998,67.05bhp@5500rpm,90Nm@3500rpm,3.0,4.0,DOHC,MPFI,73  x 79.5 mm,No,No,,3655 mm,1620 mm,1675 mm,2435 mm,,,805-825kg,1340kg,,,,,,,5 Speed,FWD,5,Power,4.7 metres,Disc,Drum,"Tubeless Tyres, Radial",,5,341 Litres,18.6 Seconds,,Kolkata
0,Diesel,Hatchback,"50,000",Manual,2,2nd Owner,Hyundai,Hyundai i20,2012,1636,1.4 CRDi Magna,₹ 2 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2012,Third Party insurance,Diesel,5 Seats,"50,000 Kms",WB06,Second Owner,1396 cc,Manual,2012.0,21.9 kmpl,1396 CC,90PS at 4000rpm,22.4 kgm at 1750-2750rpm,14,5,Others,Diesel,1396,90PS at 4000rpm,22.4 kgm at 1750-2750rpm,4.0,4.0,DOHC,CRDI,,No,No,,3940 mm,1710 mm,1505 mm,2525 mm,1505 mm,1503 mm,1120,,,,,,,,5-Speed,,5,Power,5.20 m,Disc,Disc,"Tubeless,Radial",14,5,,,,Kolkata
0,Petrol,Sedan,"48,168",Manual,1,1st Owner,Honda,Honda City,2018,5628,i-VTEC VX,₹ 7.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Mar 2018,Comprehensive,Petrol,5 Seats,"48,168 Kms",WB02,First Owner,1497 cc,Manual,2018.0,17.4 kmpl,1497 CC,117.6bhp,145Nm,16,5,Maroon,i VTEC Engine,1497,117.6bhp@6600rpm,145Nm@4600rpm,4.0,4.0,SOHC,PGM-Fi,73.0 X 89.4 mm,No,No,10.3:1,4440mm,1695mm,1495mm,2600mm,1475mm,1465mm,1084kg,1459kg,,,,,,,5 Speed,FWD,5,Power,5.3 metres,Ventilated Disc,Drum,"Tubeless,Radial",16,4,510,9.64 Seconds,189 kmph,Kolkata
0,Diesel,MUV,"20,000",Manual,3,3rd Owner,Mahindra,Mahindra Marazzo,2019,6572,M2 8Str BSIV,₹ 9.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2019,Third Party insurance,Diesel,8 Seats,"20,000 Kms",,Third Owner,1497 cc,Manual,2019.0,17.3 kmpl,1497 CC,121bhp,300Nm,,8,Others,D15 1.5 Liter Diesel Engine,1497,121bhp@3500rpm,300Nm@1750-2500rpm,4.0,4.0,,CRDi,,Yes,No,,4585 mm,1866 mm,1774 mm,2760 mm,,,1650 kgs,,200mm,,,,,,6 Speed,FWD,8,Power,5.25 meters,Disc,Disc,"Tubless, Radial",,5,190,,,Kolkata
0,Petrol,Sedan,"56,357",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2018,6857,LXI,₹ 4.80 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Mar 2018,Third Party insurance,Petrol,5 Seats,"56,357 Kms",WB26,First Owner,1197 cc,Manual,2018.0,19 kmpl,1197 CC,85.8bhp,114Nm,14,5,White,K Series VVT Engine,1197,85.8bhp@6000rpm,114Nm@4000rpm,4.0,4.0,,MPFI,73 X 71.5 mm,No,No,10.0:1,3995mm,1695mm,1555mm,2430mm,1485mm,1495mm,970,1415kg,,,,,,,5 Speed,FWD,5,Power,4.8metres,Ventilated Disc,Drum,"Tubeless,Radial",14,4,320 liters,12.6 Seconds,169 kmph,Kolkata
0,Petrol,Sedan,"60,000",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2010,4224,VXi,₹ 2.45 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2010,Third Party insurance,Petrol,5 Seats,"60,000 Kms",WB06,First Owner,1298 cc,Manual,2010.0,17.5 kmpl,1298 CC,85.8bhp,114Nm,14,5,Blue,In-Line Engine,1298,85.8bhp@6000rpm,114Nm@4000rpm,4.0,4.0,SOHC,MPFI,74 x 75.5 mm,No,No,9.0:1,4160mm,1690mm,1530mm,2390mm,1470mm,1480mm,1025kg,,,,,,,,5 Speed,2 WD,5,Power,4.7m,Ventilated Disc,Drum,"Tubeless,Radial",14,4,464 litres,,,Kolkata
0,Petrol,Hatchback,"10,585",Manual,1,1st Owner,Maruti,Maruti Baleno,2022,6777,Delta,₹ 7.19 Lakh,₹ 7.33 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2022,Comprehensive,Petrol,5 Seats,"10,585 Kms",WB26,First Owner,1197 cc,Manual,2022.0,21.01 kmpl,1197 CC,81.80bhp,113Nm,,5,Blue,1.2L VVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,DOHC,MPFI,,No,No,,3995mm,1745mm,1510mm,2520mm,1515mm,1525mm,865-890,1340kg,,,,,,,5 Speed,FWD,5,Electric,4.9,Disc,Drum,"Tubeless,Radial",,5,339-litres,12.36 seconds,,Kolkata
0,Petrol,Sedan,"50,000",Automatic,2,2nd Owner,Honda,Honda Civic,2012,1305,1.8 V AT Elegance,₹ 3.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2012,Third Party insurance,Petrol,5 Seats,"50,000 Kms",TN01,Second Owner,1799 cc,Automatic,2012.0,13.1 kmpl,1799 CC,132 ,17.5 ,15,5,Others,In-Line Engine,1799,"132 @ 6,300 (PS@rpm)","17.5 @ 4,300 (kgm@rpm)",4.0,4.0,SOHC,PGM-FI (Programmed Fuel Inject,81 x 87.3 mm,No,No,10.5:1,4545mm,1750mm,1450mm,2700mm,,,1210kg,,,,,,,,5 Speed,FWD,5,Power,5.4 m,Ventilated Disc,Disc,"Tubeless,Radial",15,4,405 litres,9.6 seconds,206 kmph,Kolkata
0,Petrol,Sedan,"60,000",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2010,4224,VXi,₹ 2.45 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2010,Third Party insurance,Petrol,5 Seats,"60,000 Kms",WB06,First Owner,1298 cc,Manual,2010.0,17.5 kmpl,1298 CC,85.8bhp,114Nm,14,5,Blue,In-Line Engine,1298,85.8bhp@6000rpm,114Nm@4000rpm,4.0,4.0,SOHC,MPFI,74 x 75.5 mm,No,No,9.0:1,4160mm,1690mm,1530mm,2390mm,1470mm,1480mm,1025kg,,,,,,,,5 Speed,2 WD,5,Power,4.7m,Ventilated Disc,Drum,"Tubeless,Radial",14,4,464 litres,,,Kolkata
0,Petrol,SUV,"17,642",Manual,1,1st Owner,Hyundai,Hyundai Creta,2020,7689,S BSVI,₹ 12.14 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2020,Zero Dep,Petrol,5 Seats,"17,642 Kms",WB12,First Owner,1497 cc,Manual,2020.0,,1497 CC,113.18bhp,143.8Nm,,5,White,1.5 L MPi Petrol,1497,113.18bhp@6300rpm,143.8Nm@4500rpm,4.0,4.0,DOHC,MPi,,No,,,4300mm,1790mm,1635mm,2610mm,,,1360,,,,,,,,6-speed,,5,Power,,Disc,Disc,"Tubeless, Radial",,5,,,,Kolkata
0,Diesel,Hatchback,"20,000",Manual,1,1st Owner,Tata,Tata Tiago,2018,6718,1.05 Revotorq XZ Plus DualTone,₹ 4.39 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2018,Third Party insurance,Diesel,5 Seats,"20,000 Kms",WB02,First Owner,1047 cc,Manual,2018.0,27.28 kmpl,1047 CC,69bhp,140Nm,14,5,Others,Revotorq Engine,1047,69bhp@4000rpm,140Nm@1800-3000rpm,3.0,4.0,DOHC,CRDi,75 X 79 mm,Yes,No,16:1,3746mm,1647mm,1535mm,2400mm,1400mm,1420mm,1080kg,,,,,,,,5 Speed,FWD,5,Power,4.9 meters,Disc,Drum,Tubeless,14,5,242-litres,16.29 seconds,150 kmph,Kolkata
0,Petrol,Hatchback,"9,157",Manual,1,1st Owner,Hyundai,Hyundai Grand i10 Nios,2021,7094,Asta,₹ 7.53 Lakh,₹ 7.62 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Mar 2021,Third Party,Petrol,5 Seats,"9,157 Kms",WB08,First Owner,1197 cc,Manual,2021.0,20.7 kmpl,1197 CC,81.86bhp,113.8nm,15,5,Blue,1.2 Kappa petrol,1197,81.86bhp@6000rpm,113.8nm@4000rpm,4.0,4.0,,,,No,,,3805mm,1680,1520,2450,,,1060,,,,,,,,5-Speed,,5,Electric,,Disc,Drum,"Tubeless, Radial",15,5,,,,Kolkata
0,Petrol,Sedan,"65,979",Manual,2,2nd Owner,Honda,Honda Amaze,2016,1168,S i-Vtech,₹ 3.62 Lakh,₹ 3.78 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2016,Comprehensive,Petrol,5 Seats,"65,979 Kms",WB02,Second Owner,1198 cc,Manual,2016.0,18 kmpl,1198 CC,86.7bhp,109Nm,,5,Others,i-VTEC Petrol Engine,1198,86.7bhp@6000rpm,109Nm@4500rpm,4.0,4.0,SOHC,,,No,No,,3990mm,1680mm,1505mm,2405mm,,,950kg,,,,,,,,5 Speed,FWD,5,Power,4.5 metres,Disc,Drum,"Tubeless,Radial",,4,400-litres,15 Seconds,160 Kmph,Kolkata
0,Diesel,Sedan,"65,000",Manual,1,1st Owner,Skoda,Skoda Rapid,2014,3171,1.6 TDI Active Plus,₹ 3 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2014,Third Party insurance,Diesel,5 Seats,"65,000 Kms",WB02,First Owner,1598 cc,Manual,2014.0,20.5 kmpl,1598 CC,105bhp,250Nm,14,5,Golden,Turbocharged Diesel Engin,1598,105bhp@4400rpm,250Nm@1500-2500rpm,4.0,4.0,DOHC,Direct Injection,,Yes,No,,4386mm,1699mm,1466mm,2552mm,,,1205kg,1757kg,,,,,,,5 Speed,FWD,5,Power,5.3metres,Disc,Drum,"Tubeless,Radial",14,4,460-litres,,,Kolkata
0,Petrol,Hatchback,"7,940",Manual,2,2nd Owner,Datsun,Datsun RediGO,2020,5906,1.0 T Option,₹ 3.89 Lakh,₹ 3.97 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2020,Comprehensive,Petrol,5 Seats,"7,940 Kms",WB06,Second Owner,999 cc,Manual,2020.0,22.5 kmpl,999 CC,67bhp,91Nm,,5,Silver,1.0L Petrol Engine,999,67bhp@5500rpm,91Nm@4250rpm,3.0,4.0,DOHC,MPFi,,No,No,,3429mm,1560mm,1541mm,2348mm,,,750,,185mm,,,,,,5-Speed,2WD,5,Power,4.7m,Disc,Drum,,,5,222,,,Kolkata
0,Petrol,Hatchback,"1,00,000",Manual,4,4th Owner,Hyundai,Hyundai Santro Xing,2010,1709,GL,₹ 1.15 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2010,Third Party insurance,Petrol,5 Seats,"1,00,000 Kms",WB18,Fourth Owner,1086 cc,Manual,2010.0,,1086 CC,62bhp,96.1Nm,13,5,Black,In-Line Engine,1086,62bhp@5500rpm,96.1Nm@3000rpm,4.0,3.0,SOHC,MPFI,66 x 77 mm,No,No,8.9:1,3565mm,1525mm,1590mm,2380mm,1315mm,1300mm,854kg,,,,,,,,5 Speed,,5,Power,4.4m,Ventilated Disc,Drum,"Tubeless,Radial",13,5,218 litres,16.2 seconds,141km/hr,Kolkata
0,Diesel,Sedan,"40,000",Automatic,1,1st Owner,BMW,BMW 3 Series,2011,205,320d Highline,₹ 8.65 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2011,Comprehensive,Diesel,5 Seats,"40,000 Kms",WB20,First Owner,1995 cc,Automatic,2011.0,16.07 kmpl,1995 CC,181bhp,380Nm,16,5,Red,In-Line Engine,1995,181bhp@4000rpm,380Nm@1750-3000rpm,4.0,4.0,,CRDI,84 x 90 mm,Yes,No,16.0:1,4520mm,1817mm,1421mm,2760mm,1460mm,1454mm,1455kg,1985kg,,,,,,,6 Speed,,5,Power,,Disc,Disc,"Tubeless,Radial",16,4,460 liters,8.3 seconds,216km/hr,Kolkata
0,Petrol,Sedan,"60,000",Manual,2,2nd Owner,Fiat,Fiat Linea,2011,764,Dynamic,₹ 1.85 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2011,Third Party insurance,Petrol,5 Seats,"60,000 Kms",UP33,Second Owner,1368 cc,Manual,2011.0,14.6 kmpl,1368 CC,88.7bhp,115Nm,15,5,Gray,FIRE Engine,1368,88.7bhp@6000rpm,115Nm@4500rpm,4.0,4.0,DOHC,MPFi,,No,No,,4560mm,1730mm,1487mm,2603mm,,,1240kg,,,,,,,,5 speed manual,FWD,5,Power,5.4m,Ventilated Disc,Drum,"Tubeless,Radial",15,4,,,165km/hr,Kolkata
0,Diesel,Sedan,"19,859",Automatic,1,1st Owner,BMW,BMW 5 Series,2019,250,520d Luxury Line,₹ 39.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Apr 2019,Comprehensive,Diesel,5 Seats,"19,859 Kms",WB08,First Owner,1995 cc,Automatic,2019.0,20.37 kmpl,1995 CC,187.74bhp,400Nm,R18,5,Grey,TwinPower Turbo Inline 4 Cylinder Engine,1995,187.74bhp@4000rpm,400Nm@1750-2500rpm,4.0,4.0,,CRDi,,Twin,No,,4936mm,2126mm,1466mm,2975mm,1605mm,1630mm,1660,,,,,,,,8-Speed Steptronic,RWD,5,Power,5.6,Ventilated Disc,Ventilated Disc,"Tubeless, Runflat",R18,4,520-litres,7.5,235kmph,Kolkata
0,Petrol,SUV,"7,405",Automatic,1,1st Owner,Jeep,Jeep Wrangler,2023,7663,Rubicon BSVI,₹ 62.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Mar 2023,Comprehensive,Petrol,5 Seats,"7,405 Kms",AR01,First Owner,1998 cc,Automatic,2023.0,12.1 kmpl,1998 CC,268bhp,400Nm,17,5,White,2.0L GME T4 DI TC,1998,268bhp@5250rpm,400Nm@3000rpm,4.0,4.0,,,,Yes,No,,4882mm,1894mm,1848mm,3008mm,,,2027,,,,,,,,8 Speed,4WD,5,Power,,Ventilated Disc,Ventilated Disc,Tubeless Tyres Mud Terrain,17,5,,,,Kolkata
0,Petrol,SUV,"52,922",Manual,1,1st Owner,Honda,Honda BR-V,2016,1184,i-VTEC V MT,₹ 6.20 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2016,Comprehensive,Petrol,7 Seats,"52,922 Kms",WB08,First Owner,1497 cc,Manual,2016.0,15.4 kmpl,1497 CC,117.3bhp,145Nm,16,7,Silver,i-VTEC Petrol Engine,1497,117.3bhp@6600rpm,145Nm@4600rpm,4.0,4.0,SOHC,,2.99 X 3.46 mm,No,No,,4453mm,1735mm,1666mm,2662mm,,,1225kg,,,,,,,,6 Speed,FWD,7,Power,5.3 metres,Disc,Drum,"Tubeless,Radials",16,5,223-litres,,,Kolkata
0,Petrol,SUV,"60,000",Manual,1,1st Owner,Ford,Ford Ecosport,2015,887,1.5 Ti VCT MT Trend BSIV,₹ 3.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Oct 2015,Third Party insurance,Petrol,5 Seats,"60,000 Kms",WB08,First Owner,1499 cc,Manual,2015.0,15.85 kmpl,1499 CC,110.4bhp,140Nm,,5,Red,Ti-VCT Petrol Engine,1499,110.4bhp@6300rpm,140Nm@4400rpm,4.0,4.0,DOHC,Direct Injection,79 X 76.5 mm,No,No,11.0:1,3999mm,1765mm,1708mm,2520mm,1519mm,1524mm,1230,,,,,,,,5 Speed,FWD,5,Power,5.3 meters,Ventilated Disc,Drum,"Tubeless,Radial",,5,346-litres,16 Seconds,182 Kmph,Kolkata
0,Petrol,Hatchback,"32,000",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2019,5607,1.2 Kappa Asta,₹ 4.64 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2019,Comprehensive,Petrol,5 Seats,"32,000 Kms",WB26,First Owner,1197 cc,Manual,2019.0,18.9 kmpl,1197 CC,81.86bhp,113.75nm,14,5,Blue,Kappa VTVT Petrol Engine,1197,81.86bhp@6000rpm,113.75nm@4000rpm,4.0,4.0,DOHC,MPFI,,No,No,,3765mm,1660mm,1520mm,2425mm,1479mm,1493mm,1060,,,,,,,,5 Speed,FWD,5,Power,4.8 metres,Disc,Drum,Tubeless,14,5,256,12.9 Seconds,165 Kmph,Kolkata
0,Petrol,Hatchback,"47,739",Manual,2,2nd Owner,Honda,Honda Jazz,2017,1339,1.2 V i VTEC,₹ 4.12 Lakh,₹ 4.20 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2017,Comprehensive,Petrol,5 Seats,"47,739 Kms",WB06,Second Owner,1199 cc,Manual,2017.0,18.7 kmpl,1199 CC,88.7bhp,110Nm,15,5,Red,i-VTEC Petrol Engine,1199,88.7bhp@6000rpm,110Nm@4800rpm,4.0,4.0,SOHC,PGM - Fi,,No,No,,3955mm,1694mm,1544mm,2530mm,,,1044kg,,,,,,,,5 Speed,FWD,5,Power,5.1 meters,Disc,Drum,"Tubeless,Radial",15,5,354-litres,13.7 Seconds,172 Kmph,Kolkata
0,Petrol,Hatchback,"10,717",Automatic,2,2nd Owner,Maruti,Maruti Alto K10,2019,3954,VXI AGS Optional,₹ 3.75 Lakh,₹ 3.83 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Mar 2019,Third Party,Petrol,5 Seats,"10,717 Kms",WB26,Second Owner,998 cc,Automatic,2019.0,23.95 kmpl,998 CC,67.1bhp,90Nm,,5,Silver,K Series Petrol Engine,998,67.1bhp@6000rpm,90Nm@3500rpm,3.0,4.0,DOHC,MPFi,,No,No,,3545mm,1490mm,1475mm,2360mm,1295mm,1290mm,784kg,1210kg,,,,,,,5 Speed,FWD,5,Power,4.6 metres,Ventilated Disc,Drum,"Tubeless,Radial",,5,177,13.3 Seconds,145 Kmph,Kolkata
0,Diesel,Sedan,"41,000",Manual,1,1st Owner,Honda,Honda City,2015,1287,i DTEC VX,₹ 6.21 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,May 2015,Comprehensive,Diesel,5 Seats,"41,000 Kms",WB02,First Owner,1498 cc,Manual,2015.0,25.1 kmpl,1498 CC,98.6bhp,200Nm,15,5,White,i DTEC Diesel Engine ,1498,98.6bhp@3600rpm,200Nm@1750rpm,4.0,4.0,DOHC,Direct Injection,76.0 X 82.5 mm,Yes,No,16.0:1,4440mm,1695mm,1495mm,2600mm,1480mm,1465mm,1165kg,,,,,,,,6 Speed ,FWD,5,Power,5.3 metres,Disc,Drum,"Tubeless,Radial",15,4,510-litres,10 Seconds,190 Kmph,Kolkata
0,Petrol,Hatchback,"17,619",Manual,2,2nd Owner,Hyundai,Hyundai Santro,2020,8087,Magna Corp Edition,₹ 4.43 Lakh,₹ 4.85 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2020,Comprehensive,Petrol,5 Seats,"17,619 Kms",WB24,Second Owner,1086 cc,Manual,2020.0,20.3 kmpl,1086 CC,68.07bhp,99.07Nm,,5,Silver,1.1 L Petrol,1086,68.07bhp@5500rpm,99.07Nm@4500 rpm,4.0,3.0,SOHC,MPFI,,No,No,,3610 mm,1645 mm,1560 mm,2400 mm,1476 mm,1494 mm,1030,,,,,,,,5 Speed,FWD,5,Electric,,Disc,Drum,"Tubeless,Radial",,5,235,,,Kolkata
0,Petrol,Hatchback,"9,221",Manual,1,1st Owner,Renault,Renault KWID,2021,7431,1.0 RXT Opt,₹ 4.22 Lakh,₹ 4.30 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2021,Comprehensive,Petrol,5 Seats,"9,221 Kms",WB08,First Owner,999 cc,Manual,2021.0,21.74 kmpl,999 CC,67bhp,91Nm,,5,Red,Petrol Engine,999,67bhp@5500rpm,91Nm@4250rpm,3.0,4.0,DOHC,MPFi,,No,No,,3731mm,1579mm,1474mm,2422mm,,,730,,,,,,,,5 Speed,FWD,5,Electric,4.9 metres,Disc,Drum,"Tubeless,Radial",,5,279,,,Kolkata
0,Petrol,SUV,"70,000",Manual,1,1st Owner,Honda,Honda WR-V,2019,5475,i-VTEC S,₹ 5.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2019,Third Party,Petrol,5 Seats,"70,000 Kms",WB02,First Owner,1199 cc,Manual,2019.0,17.5 kmpl,1199 CC,88.7bhp,110Nm,16,5,Silver,i-VTEC Petrol Engine,1199,88.7bhp@6000rpm,110Nm@4800rpm,4.0,4.0,SOHC,MPFi,,No,No,,3999mm,1734mm,1601mm,2555mm,,,1084kg,,,,,,,,5 Speed,FWD,5,Electric,5.3 metres,Ventilated Disc,Drum,"Tubeless,Radial",16,5,363 Litres,15.31 Seconds,164.26kmph,Kolkata
0,Petrol,Hatchback,"10,519",Manual,1,1st Owner,Maruti,Maruti Swift,2019,10403,VXI,₹ 5.45 Lakh,₹ 5.59 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2019,Third Party,Petrol,5 Seats,"10,519 Kms",WB26,First Owner,1197 cc,Manual,2019.0,22.38 kmpl,1197 CC,88.50bhp,113Nm,,5,Silver,K Series Dual jet,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,,,,,3845mm,1735,1530,2450,1530,1530,875-905,1335,,,,,,,5-Speed,,5,Electric,4.8,Disc,Drum,"Radial, Tubeless",,5,268,,,Kolkata
0,Petrol,Sedan,"50,000",Manual,2,2nd Owner,Hyundai,Hyundai Verna,2014,1820,1.6 SX VTVT (O),₹ 4.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2014,Third Party insurance,Petrol,5 Seats,"50,000 Kms",WB02,Second Owner,1591 cc,Manual,2014.0,17.1 kmpl,1591 CC,121.3bhp,154.9Nm,16,5,Others,VTVT Petrol Engine,1591,121.3bhp@6300rpm,154.9Nm@4200rpm,4.0,4.0,DOHC,MPFI,77.0mm X 85.44mm,No,No,10.5:1,4370mm,1700mm,1475mm,2570mm,,,1280,,,,,,,,5 Speed,FWD,5,Power,5.2 metres,Disc ,Disc,"Tubeless,Radial",16,4,465-litre,, ,Kolkata
